╢ЗбК,╪РЁф,хуфз,г╟йуел╪ш(т╙),©╙ел╪ш(т╙),вН╦ъ╪ш(т╙),вН╣м╪ш(т╙),йуел╪ш(т╙),Ёи╫╩а©(╧и),Ёи╫╩╫П╤Н(т╙),уг╣Ь(т╙),уг╣Ь╥Ы(%),╬Ы╪ш(т╙),╩╩йжбй(%),A╧иаВм╗йпж╣(т╙),B╧иаВм╗йпж╣(т╙),вэйпж╣(т╙),A╧иаВм╗╧и╠╬(╧и),B╧иаВм╗╧и╠╬(╧и),вэ╧и╠╬(╧и),йпс╞бй,йп╬╩бй,йпоЗбй,йпожбй,
000502.SZ,бл╬╟©ь╧и,1993-02-10,11.2253,11.2414,11.3699,10.6954,10.6954,72700,12587000,-0.53,-4.721,173.1362,0.5719,423346163.4,N/A,2044364355.9,12713098,0,61392323,40.8839,22.4392,15.7747,N/A,
000502.SZ,бл╬╟©ь╧и,1993-02-11,10.6954,10.6633,11.0166,10.4384,10.4384,62500,10461000,-0.2569,-2.4024,167.376,0.4916,413175685,N/A,1995250497.5,12713098,0,61392323,39.9017,21.9001,15.3958,N/A,
000502.SZ,бл╬╟©ь╧и,1993-02-12,10.4384,10.4384,10.6312,10.0209,10.326,90800,14617000,-0.1124,-1.0769,160.9802,0.7142,408726100.7,N/A,1973763184.45,12713098,0,61392323,39.472,21.6643,15.23,N/A,
000502.SZ,бл╬╟©ь╧и,1993-02-15,10.326,10.2779,11.7232,10.2779,11.5626,190100,33593000,1.2366,11.9751,176.7123,1.4953,457671528,N/A,2210123628,12713098,0,61392323,44.1988,24.2586,17.0538,N/A,
000502.SZ,бл╬╟©ь╧и,1993-02-16,11.5626,11.6108,11.8838,11.402,11.402,257000,46320000,-0.1606,-1.3889,180.2335,2.0215,451314979,N/A,2179427466.5,12713098,0,61392323,43.585,23.9217,16.8169,N/A,
000502.SZ,бл╬╟©ь╧и,1993-02-17,11.402,11.402,12.0444,11.1772,11.8838,152000,27554000,0.4818,4.2254,181.2763,1.1956,470384626,N/A,2271515951,12713098,0,61392323,45.4266,24.9324,17.5275,N/A,
000502.SZ,бл╬╟©ь╧и,1993-02-18,11.8838,11.9319,13.3291,11.9319,13.0079,209600,40882000,1.1241,9.4595,195.0477,1.6487,514880469,N/A,2486389081.5,12713098,0,61392323,49.7237,27.2909,19.1855,N/A,
000502.SZ,бл╬╟©ь╧и,1993-02-19,13.0079,13.0561,13.5539,13.04,13.5539,161200,33127000,0.546,4.1975,205.5025,1.268,536492735.6,N/A,2590756030.6,12713098,0,61392323,51.8109,28.4364,19.9908,N/A,
000502.SZ,бл╬╟©ь╧и,1993-02-22,13.5539,13.5539,14.662,13.5539,14.5335,164500,37015000,0.9796,7.2275,225.0152,1.2939,575267684.5,N/A,2778002615.75,12713098,0,61392323,55.5555,30.4917,21.4356,N/A,
000502.SZ,бл╬╟©ь╧и,1993-02-23,14.5335,14.5817,14.8868,14.5175,14.5496,148900,34103000,0.0161,0.1105,229.0329,1.1712,575903339.4,N/A,2781072231.9,12713098,0,61392323,55.6169,30.5254,21.4593,N/A,
000502.SZ,бл╬╟©ь╧и,1993-02-24,14.5496,14.5496,14.5496,13.4415,13.6503,211600,45841000,-0.8993,-6.181,216.6399,1.6644,540306665,N/A,2609173727.5,12713098,0,61392323,52.1792,28.6386,20.1329,N/A,
000502.SZ,бл╬╟©ь╧и,1993-02-25,13.6503,13.6503,14.4051,13.4094,14.1963,159700,34487000,0.546,4,215.9487,1.2562,561918931.6,N/A,2713540676.6,12713098,0,61392323,54.2664,29.7841,20.9382,N/A,
000502.SZ,бл╬╟©ь╧и,1993-02-26,14.1963,14.2445,14.389,13.7145,13.8109,86900,18941000,-0.3854,-2.7149,217.9632,0.6835,546663214,N/A,2639869889,12713098,0,61392323,52.7931,28.9755,20.3698,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-01,13.8109,13.859,14.1642,13.4897,13.6824,115800,25095000,-0.1285,-0.9302,216.7098,0.9109,541577974.8,N/A,2615312959.8,12713098,0,61392323,52.302,28.706,20.1803,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-02,13.6824,13.7306,13.7466,13.1685,13.297,51100,10721000,-0.3854,-2.8169,209.8043,0.4019,526322257.2,N/A,2541642172.2,12713098,0,61392323,50.8287,27.8974,19.6118,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-03,13.297,13.2488,13.4897,12.8473,12.8473,77600,15909000,-0.4497,-3.3816,205.0129,0.6104,508523920,N/A,2455692920,12713098,0,61392323,49.1098,26.954,18.9486,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-04,12.8473,12.8955,13.04,12.3334,12.7188,113100,22409000,-0.1285,-1,198.1344,0.8896,503438680.8,N/A,2431135990.8,12713098,0,61392323,48.6187,26.6844,18.7591,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-05,12.7188,12.5261,12.8152,11.5626,11.5626,101300,19472000,-1.1563,-9.0909,192.2211,0.7968,457671528,N/A,2210123628,12713098,0,61392323,44.1988,24.2586,17.0538,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-08,11.5626,11.5144,12.5261,11.5144,12.205,157100,29763000,0.6424,5.5556,189.4526,1.2357,483097724,N/A,2332908274,12713098,0,61392323,46.6543,25.6063,18.0012,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-09,12.205,12.2531,12.3655,11.6589,12.0122,71600,13381000,-0.1927,-1.5789,186.8855,0.5632,475469865.2,N/A,2296072880.2,12713098,0,61392323,45.9177,25.202,17.717,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-10,12.0122,12.0604,12.8473,12.0122,12.8473,105500,20297000,0.8351,6.9519,192.3886,0.8299,508523920,N/A,2455692920,12713098,0,61392323,49.1098,26.954,18.9486,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-11,12.8473,12.8955,13.3291,12.7831,12.9276,143800,29181000,0.0803,0.625,202.9277,1.1311,511702194.5,N/A,2471041000.75,12713098,0,61392323,49.4168,27.1224,19.0671,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-12,12.9276,12.8794,13.1364,12.8794,13.0561,67700,13740000,0.1285,0.9938,202.9542,0.5325,516787433.7,N/A,2495597929.95,12713098,0,61392323,49.9079,27.392,19.2565,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-15,13.0561,13.1043,13.1043,12.0765,12.3013,105500,20217000,-0.7548,-5.7811,191.6303,0.8299,486911653.4,N/A,2351325970.9,12713098,0,61392323,47.0227,25.8084,18.1433,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-16,12.3013,12.3013,12.3655,12.0925,12.205,56000,10676000,-0.0964,-0.7833,190.6429,0.4405,483097724,N/A,2332908274,12713098,0,61392323,46.6543,25.6063,18.0012,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-17,12.205,12.205,12.205,11.7553,11.8035,66100,12215000,-0.4015,-3.2895,184.7958,0.5199,467206351.5,N/A,2256167870.25,12713098,0,61392323,45.1197,24.764,17.4091,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-18,11.8035,11.7553,12.1407,11.6429,12.0122,51800,9595000,0.2088,1.7687,185.2317,0.4075,475469865.2,N/A,2296072880.2,12713098,0,61392323,45.9177,25.202,17.717,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-19,12.0122,11.9641,11.9801,11.7392,11.9159,30800,5681000,-0.0964,-0.8021,184.4481,0.2423,471655935.8,N/A,2277655183.3,12713098,0,61392323,45.5494,24.9998,17.5749,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-22,11.9159,11.9159,11.9159,11.402,11.402,39900,7205000,-0.5139,-4.3127,180.5764,0.3138,451314979,N/A,2179427466.5,12713098,0,61392323,43.585,23.9217,16.8169,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-23,11.402,11.402,11.402,11.0326,11.1772,57400,10022000,-0.2248,-1.9718,174.5993,0.4515,442415810.4,N/A,2136452840.4,12713098,0,61392323,42.7256,23.45,16.4853,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-24,11.1772,11.1772,11.1772,10.2779,10.4063,60800,10083000,-0.7708,-6.8966,165.8388,0.4782,411904375.2,N/A,1989111265.2,12713098,0,61392323,39.779,21.8327,15.3484,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-25,10.4063,10.3742,11.2414,10.1173,11.1772,64300,10578000,0.7708,7.4074,164.5101,0.5058,442415810.4,N/A,2136452840.4,12713098,0,61392323,42.7256,23.45,16.4853,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-26,11.1772,11.1772,11.5626,11.1772,11.2093,140600,24920000,0.0321,0.2874,177.2404,1.1059,443687120.2,N/A,2142592072.7,12713098,0,61392323,42.8483,23.5173,16.5327,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-29,11.2093,11.2414,11.2414,10.599,10.6312,59400,10060000,-0.5781,-5.1576,169.3603,0.4672,420803543.8,N/A,2032085891.3,12713098,0,61392323,40.6384,22.3044,15.68,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-30,10.6312,10.599,10.7596,10.2618,10.6633,135100,21925000,0.0321,0.3021,162.2872,1.0627,422074853.6,N/A,2038225123.6,12713098,0,61392323,40.7612,22.3718,15.7274,N/A,
000502.SZ,бл╬╟©ь╧и,1993-03-31,10.6633,10.6633,10.856,10.4384,10.7596,169000,28003000,0.0964,0.9036,165.6982,1.3293,425888783,N/A,2056642820.5,12713098,0,61392323,41.1295,22.574,15.8695,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-01,10.7596,10.7596,10.8239,10.599,10.6633,163400,27191000,-0.0964,-0.8955,166.4076,1.2853,422074853.6,N/A,2038225123.6,12713098,0,61392323,40.7612,22.3718,15.7274,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-02,10.6633,10.6633,10.7917,10.5509,10.599,79300,13217000,-0.0642,-0.6024,166.6709,0.6238,419532234,N/A,2025946659,12713098,0,61392323,40.5156,22.237,15.6326,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-05,10.599,10.5509,10.7596,10.5348,10.5509,49000,8116000,-0.0482,-0.4545,165.6327,0.3854,417625269.3,N/A,2016737810.55,12713098,0,61392323,40.3314,22.1359,15.5616,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-06,10.5509,10.5509,10.9202,10.4224,10.6954,44900,7450000,0.1445,1.3699,165.9243,0.3532,423346163.4,N/A,2044364355.9,12713098,0,61392323,40.8839,22.4392,15.7747,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-07,10.6954,10.7917,11.2896,10.7596,11.2093,119900,20578000,0.5139,4.8048,171.6264,0.9431,443687120.2,N/A,2142592072.7,12713098,0,61392323,42.8483,23.5173,16.5327,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-08,11.2093,11.2575,12.3174,11.2575,12.1086,198500,36521000,0.8993,8.0229,183.9849,1.5614,479283794.6,N/A,2314490577.1,12713098,0,61392323,46.286,25.4041,17.8591,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-09,12.1086,12.1568,12.3013,12.0444,12.1407,180500,34170000,0.0321,0.2653,189.3075,1.4198,480555104.4,N/A,2320629809.4,12713098,0,61392323,46.4088,25.4715,17.9065,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-12,12.1407,12.1889,12.5583,12.1889,12.494,120200,23365000,0.3533,2.9101,194.3844,0.9455,494539512.2,N/A,2388161364.7,12713098,0,61392323,47.7593,26.2127,18.4275,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-13,12.494,12.5261,12.5422,12.3174,12.4619,102300,19864000,-0.0321,-0.2571,194.174,0.8047,493268202.4,N/A,2382022132.4,12713098,0,61392323,47.6365,26.1454,18.3802,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-14,12.4619,12.494,12.6225,12.3977,12.494,83700,16295000,0.0321,0.2577,194.6834,0.6584,494539512.2,N/A,2388161364.7,12713098,0,61392323,47.7593,26.2127,18.4275,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-15,12.494,12.494,12.5904,12.4619,12.478,58400,11360000,-0.0161,-0.1285,194.5205,0.4594,493903857.3,N/A,2385091748.55,12713098,0,61392323,47.6979,26.179,18.4039,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-16,12.478,12.5261,12.6225,12.4298,12.5904,100100,19536000,0.1124,0.9009,195.1648,0.7874,498353441.6,N/A,2406579061.6,12713098,0,61392323,48.1276,26.4149,18.5697,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-19,12.5904,12.6386,12.751,12.3977,12.3977,69700,13678000,-0.1927,-1.5306,196.241,0.5483,490725582.8,N/A,2369743667.8,12713098,0,61392323,47.391,26.0106,18.2854,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-20,12.3977,12.3977,12.4619,12.1407,12.2692,57500,10999000,-0.1285,-1.0363,191.287,0.4523,485640343.6,N/A,2345186738.6,12713098,0,61392323,46.8999,25.741,18.0959,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-21,12.2692,12.2692,12.3816,12.205,12.2531,42900,8217000,-0.0161,-0.1309,191.5385,0.3374,485004688.7,N/A,2342117122.45,12713098,0,61392323,46.8385,25.7074,18.0723,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-22,12.2531,12.2531,12.4619,12.1407,12.2692,41500,7936000,0.0161,0.1311,191.2289,0.3264,485640343.6,N/A,2345186738.6,12713098,0,61392323,46.8999,25.741,18.0959,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-23,12.2692,12.2692,12.2692,12.0925,12.1407,58200,11022000,-0.1285,-1.0471,189.3814,0.4578,480555104.4,N/A,2320629809.4,12713098,0,61392323,46.4088,25.4715,17.9065,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-26,12.1407,12.1086,12.3655,12.0925,12.2692,47100,8964000,0.1285,1.0582,190.3185,0.3705,485640343.6,N/A,2345186738.6,12713098,0,61392323,46.8999,25.741,18.0959,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-27,12.2692,12.2692,12.3816,11.8838,12.0765,30400,5755000,-0.1927,-1.5707,189.3092,0.2391,478012484.8,N/A,2308351344.8,12713098,0,61392323,46.1632,25.3367,17.8117,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-28,12.0765,12.1728,12.2371,12.1247,12.205,28800,5464000,0.1285,1.0638,189.7222,0.2265,483097724,N/A,2332908274,12713098,0,61392323,46.6543,25.6063,18.0012,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-29,12.205,12.205,12.2371,12.0122,12.0122,26900,5055000,-0.1927,-1.5789,187.9182,0.2116,475469865.2,N/A,2296072880.2,12713098,0,61392323,45.9177,25.202,17.717,N/A,
000502.SZ,бл╬╟©ь╧и,1993-04-30,12.0122,11.9801,12.205,11.948,12.1086,34200,6423000,0.0964,0.8021,187.807,0.269,479283794.6,N/A,2314490577.1,12713098,0,61392323,46.286,25.4041,17.8591,N/A,
000502.SZ,бл╬╟©ь╧и,1993-05-03,12.1086,12.1568,12.1568,11.8838,11.9801,25300,4723000,-0.1285,-1.061,186.6798,0.199,474198555.4,N/A,2289933647.9,12713098,0,61392323,45.7949,25.1346,17.6696,N/A,
