ґъВл,јтіЖ,ИХЖЪ,З°КХЕМјЫ(ФЄ),їЄЕМјЫ(ФЄ),ЧоёЯјЫ(ФЄ),ЧоµНјЫ(ФЄ),КХЕМјЫ(ФЄ),іЙЅ»Бї(№Й),іЙЅ»Ѕр¶о(ФЄ),ХЗµш(ФЄ),ХЗµш·щ(%),ѕщјЫ(ФЄ),»»КЦВК(%),A№ЙБчНЁКРЦµ(ФЄ),B№ЙБчНЁКРЦµ(ФЄ),ЧЬКРЦµ(ФЄ),A№ЙБчНЁ№Й±ѕ(№Й),B№ЙБчНЁ№Й±ѕ(№Й),ЧЬ№Й±ѕ(№Й),КРУЇВК,КРѕ»ВК,КРПъВК,КРПЦВК,
002081.SZ,Ѕру«тл,2013-11-04,8.9899,9.0808,9.3102,9.0635,9.2106,5279043,112396043.1,0.2207,2.4555,21.291,0.481,23355290950.88,N/A,24999826183.36,1097523071,0,1174803862,22.4934,6.0325,1.7932,22.0951,
002081.SZ,Ѕру«тл,2013-11-05,9.2106,9.1111,9.2842,9.0375,9.2409,3244247,68953779.7,0.0303,0.3289,21.2542,0.2956,23432117565.85,N/A,25082062453.7,1097523071,0,1174803862,22.5674,6.0524,1.7991,22.1678,
002081.SZ,Ѕру«тл,2013-11-06,9.2409,9.3188,9.3232,9.0202,9.0202,4968552,105410940.9,-0.2207,-2.3888,21.2156,0.4527,22872380799.64,N/A,24482912484.08,1097523071,0,1174803862,22.0283,5.9078,1.7561,21.6382,
002081.SZ,Ѕру«тл,2013-11-07,9.0202,8.9856,8.9856,8.6436,8.7259,6151633,124409429.9,-0.2943,-3.263,20.2238,0.5605,22126065111.36,N/A,23684045857.92,1097523071,0,1174803862,21.3096,5.715,1.6988,20.9322,
002081.SZ,Ѕру«тл,2013-11-08,8.7259,8.6999,8.8644,8.6739,8.7345,2920438,59229662.3,0.0087,0.0992,20.2811,0.2661,22148015572.78,N/A,23707541935.16,1097523071,0,1174803862,21.3307,5.7207,1.7005,20.9529,
002081.SZ,Ѕру«тл,2013-11-11,8.7345,8.7259,8.8947,8.6003,8.8427,3436664,69519703.5,0.1082,1.2389,20.2288,0.3131,22422396340.53,N/A,24001242900.66,1097523071,0,1174803862,21.5949,5.7916,1.7216,21.2125,
002081.SZ,Ѕру«тл,2013-11-12,8.8427,8.8124,8.8687,8.7215,8.7518,3343104,67775531.2,-0.0909,-1.0279,20.2732,0.3046,22191916495.62,N/A,23754534089.64,1097523071,0,1174803862,21.373,5.7321,1.7039,20.9945,
002081.SZ,Ѕру«тл,2013-11-13,8.7518,8.7389,8.8341,8.7086,8.7302,2439706,49425025.7,-0.0216,-0.2473,20.2586,0.2223,22137040342.07,N/A,23695793896.54,1097523071,0,1174803862,21.3201,5.7179,1.6996,20.9426,
002081.SZ,Ѕру«тл,2013-11-14,8.7302,8.7475,8.8124,8.6869,8.7692,2720758,55100430.6,0.039,0.4462,20.2519,0.2479,22235817418.46,N/A,23801526244.12,1097523071,0,1174803862,21.4153,5.7434,1.7072,21.036,
002081.SZ,Ѕру«тл,2013-11-15,8.7692,8.8081,9.2799,8.6869,9.0375,7821047,162641796.9,0.2684,3.0602,20.7954,0.7126,22916281722.48,N/A,24529904638.56,1097523071,0,1174803862,22.0706,5.9192,1.7595,21.6798,
002081.SZ,Ѕру«тл,2013-11-18,9.0375,9.0289,9.176,8.9726,9.1457,5569643,116671225.5,0.1082,1.1973,20.9477,0.5075,23190662490.23,N/A,24823605604.06,1097523071,0,1174803862,22.3349,5.99,1.7805,21.9393,
002081.SZ,Ѕру«тл,2013-11-19,9.1457,9.0678,9.1717,9.0591,9.0678,3620390,76133896.8,-0.0779,-0.8519,21.0292,0.3299,22993108337.45,N/A,24612140908.9,1097523071,0,1174803862,22.1446,5.939,1.7654,21.7524,
002081.SZ,Ѕру«тл,2013-11-20,9.0678,9.1977,9.2626,9.0721,9.1024,4547436,95846216.5,0.0346,0.3819,21.077,0.4143,23080910183.13,N/A,24706125217.86,1097523071,0,1174803862,22.2292,5.9617,1.7721,21.8355,
002081.SZ,Ѕру«тл,2013-11-21,9.1024,9.0721,9.0894,8.86,8.9163,4096391,84631649.1,-0.1861,-2.0447,20.6601,0.3732,22608975262.6,N/A,24200959557.2,1097523071,0,1174803862,21.7746,5.8398,1.7359,21.389,
002081.SZ,Ѕру«тл,2013-11-22,8.9163,8.9509,9.0851,8.9423,9.0505,4571071,95368951.7,0.1342,1.5049,20.8636,0.4165,22949207414.61,N/A,24565148754.42,1097523071,0,1174803862,22.1023,5.9277,1.762,21.7109,
002081.SZ,Ѕру«тл,2013-11-25,9.0505,9.0462,9.2193,8.9812,9.1197,5134227,107962620.5,0.0693,0.7652,21.028,0.4678,23124811105.97,N/A,24753117372.34,1097523071,0,1174803862,22.2714,5.973,1.7755,21.877,
002081.SZ,Ѕру«тл,2013-11-26,9.1197,9.1154,9.1327,9.0462,9.0505,3200865,67151814.8,-0.0693,-0.7594,20.9793,0.2916,22949207414.61,N/A,24565148754.42,1097523071,0,1174803862,22.1023,5.9277,1.762,21.7109,
002081.SZ,Ѕру«тл,2013-11-27,9.0505,9.0375,9.1544,8.9077,9.1068,5114652,106910664.9,0.0563,0.6217,20.9028,0.466,23091885413.84,N/A,24717873256.48,1097523071,0,1174803862,22.2397,5.9645,1.773,21.8459,
002081.SZ,Ѕру«тл,2013-11-28,9.1068,9.1717,9.8036,9.1414,9.743,14423060,318699671.6,0.6363,6.9867,22.0965,1.3141,24705244328.21,N/A,26444834933.62,1097523071,0,1174803862,23.7936,6.3812,1.8968,23.3722,
002081.SZ,Ѕру«тл,2013-11-29,9.743,9.743,10.2062,9.7041,9.9811,16926136,392089333.7,0.2381,2.4434,23.1647,1.5422,25308882017.26,N/A,27090977057.72,1097523071,0,1174803862,24.3749,6.5371,1.9432,23.9433,
002081.SZ,Ѕру«тл,2013-12-02,9.9811,9.782,10.2711,9.5872,9.9551,10033788,231455232.5,-0.026,-0.2602,23.0676,0.9142,25243030633,N/A,27020488826,1097523071,0,1174803862,24.3115,6.5201,1.9381,23.881,
002081.SZ,Ѕру«тл,2013-12-03,9.9551,9.9118,10.4918,9.8296,10.4096,17766018,424277734.8,0.4545,4.5652,23.8814,1.6187,26395429857.55,N/A,28254032881.1,1097523071,0,1174803862,25.4214,6.8178,2.0266,24.9712,
002081.SZ,Ѕру«тл,2013-12-04,10.4096,10.3793,11.2536,10.3793,10.942,22210119,560458588.2,0.5324,5.1143,25.2344,2.0237,27745383234.88,N/A,29699041631.36,1097523071,0,1174803862,26.7215,7.1665,2.1302,26.2483,
002081.SZ,Ѕру«тл,2013-12-05,10.942,10.9376,11.1151,10.6044,10.7126,9876156,244772975.6,-0.2294,-2.0965,24.7842,0.8999,27163696007.25,N/A,29076395584.5,1097523071,0,1174803862,26.1613,7.0162,2.0856,25.698,
002081.SZ,Ѕру«тл,2013-12-06,10.7126,10.7169,11.0675,10.6693,10.7472,7539368,189123355.7,0.0346,0.3232,25.0848,0.6869,27251497852.93,N/A,29170379893.46,1097523071,0,1174803862,26.2458,7.0389,2.0923,25.781,
002081.SZ,Ѕру«тл,2013-12-09,10.7472,10.7558,10.8987,10.3923,10.5178,7253386,176953024.1,-0.2294,-2.1345,24.3959,0.6609,26669810625.3,N/A,28547733846.6,1097523071,0,1174803862,25.6856,6.8887,2.0477,25.2307,
002081.SZ,Ѕру«тл,2013-12-10,10.5178,10.5178,10.6433,10.2538,10.4832,9718414,234448585.4,-0.0346,-0.3292,24.1242,0.8855,26582008779.62,N/A,28453749537.64,1097523071,0,1174803862,25.6011,6.866,2.0409,25.1477,
002081.SZ,Ѕру«тл,2013-12-11,10.4832,10.4312,10.4918,10.1629,10.3447,6978214,166005717.1,-0.1385,-1.3212,23.7891,0.6358,26230801396.9,N/A,28077812301.8,1097523071,0,1174803862,25.2628,6.7753,2.014,24.8154,
002081.SZ,Ѕру«тл,2013-12-12,10.3447,10.31,10.639,10.2797,10.6087,6067668,146810016.9,0.264,2.5523,24.1955,0.5529,26900290470.21,N/A,28794442657.62,1097523071,0,1174803862,25.9076,6.9482,2.0654,25.4488,
002081.SZ,Ѕру«тл,2013-12-13,10.6087,10.4875,10.6823,10.3923,10.6217,4306758,104807226.4,0.013,0.1224,24.3355,0.3924,26933216162.34,N/A,28829686773.48,1097523071,0,1174803862,25.9393,6.9567,2.0679,25.4799,
002081.SZ,Ѕру«тл,2013-12-16,10.6217,10.6217,11.0372,10.6044,10.6736,8338385,208112625.2,0.0519,0.489,24.9584,0.7597,27064918930.86,N/A,28970663236.92,1097523071,0,1174803862,26.0661,6.9907,2.078,25.6045,
002081.SZ,Ѕру«тл,2013-12-17,10.6736,10.6693,10.6693,10.1715,10.2235,7226464,171708576.5,-0.4501,-4.2174,23.7611,0.6584,25923494937.02,N/A,27748867220.44,1097523071,0,1174803862,24.9668,6.6959,1.9904,24.5247,
002081.SZ,Ѕру«тл,2013-12-18,10.2235,10.1932,10.2927,9.8729,9.9205,7012695,162614716.5,-0.303,-2.9636,23.1886,0.639,25155228787.32,N/A,26926504517.04,1097523071,0,1174803862,24.2269,6.4975,1.9314,23.7979,
002081.SZ,Ѕру«тл,2013-12-19,9.9205,9.9465,9.9897,9.6954,9.8296,7340254,166700325.8,-0.0909,-0.9162,22.7104,0.6688,24924748942.41,N/A,26679795706.02,1097523071,0,1174803862,24.005,6.4379,1.9137,23.5798,
002081.SZ,Ѕру«тл,2013-12-20,9.8296,9.8209,9.8642,9.3059,9.4833,12102782,265467915.9,-0.3463,-3.5227,21.9345,1.1027,24046730485.61,N/A,25739952616.42,1097523071,0,1174803862,23.1593,6.2111,1.8463,22.7492,
002081.SZ,Ѕру«тл,2013-12-23,9.4833,9.466,9.5829,9.2193,9.518,5394393,117052511.1,0.0346,0.3651,21.6989,0.4915,24134532331.29,N/A,25833936925.38,1097523071,0,1174803862,23.2439,6.2338,1.853,22.8323,
002081.SZ,Ѕру«тл,2013-12-24,9.518,9.5006,9.6521,9.3275,9.5482,4301322,95117404,0.0303,0.3183,22.1135,0.3919,24211358946.26,N/A,25916173195.72,1097523071,0,1174803862,23.3179,6.2537,1.8589,22.905,
002081.SZ,Ѕру«тл,2013-12-25,9.5482,9.5526,9.8599,9.5006,9.743,3719926,83744036.7,0.1948,2.0399,22.5123,0.3389,24705244328.21,N/A,26444834933.62,1097523071,0,1174803862,23.7936,6.3812,1.8968,23.3722,
002081.SZ,Ѕру«тл,2013-12-26,9.743,9.6824,9.8079,9.2323,9.2929,5490219,119944835.7,-0.4501,-4.6202,21.847,0.5002,23563820334.37,N/A,25223038917.14,1097523071,0,1174803862,22.6942,6.0864,1.8092,22.2924,
002081.SZ,Ѕру«тл,2013-12-27,9.2929,9.4141,9.5612,9.3145,9.5006,5987835,131176473.7,0.2078,2.2357,21.9072,0.5456,24090631408.45,N/A,25786944770.9,1097523071,0,1174803862,23.2016,6.2225,1.8496,22.7907,
002081.SZ,Ѕру«тл,2013-12-30,9.5006,9.6002,9.6391,9.3924,9.4574,4353238,95644971,-0.0433,-0.4556,21.971,0.3966,23980879101.35,N/A,25669464384.7,1097523071,0,1174803862,23.0959,6.1941,1.8412,22.6869,
002081.SZ,Ѕру«тл,2013-12-31,9.4574,9.3838,9.5656,9.3838,9.5136,3045304,66825025.6,0.0563,0.595,21.9436,0.2762,24232124629.02,N/A,25822188886.76,1102462449,0,1174803862,23.2333,6.231,1.8522,22.8219,
002081.SZ,Ѕру«тл,2014-01-02,9.5136,9.518,9.7387,9.44,9.5872,4508139,100109329.5,0.0736,0.7734,22.2064,0.4089,24419543245.35,N/A,26021905543.3,1102462449,0,1174803862,16.6422,4.6947,1.4131,-125.3008,
002081.SZ,Ѕру«тл,2014-01-03,9.5872,9.5309,9.6391,9.4357,9.4357,4984451,109549857.9,-0.1515,-1.5801,21.9783,0.4521,24033681388.2,N/A,25610724191.6,1102462449,0,1174803862,16.3793,4.6205,1.3908,-123.3208,
002081.SZ,Ѕру«тл,2014-01-06,9.4357,9.3924,9.4141,8.8341,8.9423,11290381,236315556.2,-0.4934,-5.2294,20.9307,1.0241,22776874196.34,N/A,24271447788.92,1102462449,0,1174803862,15.5227,4.3788,1.3181,-116.8719,
002081.SZ,Ѕру«тл,2014-01-07,8.9423,8.873,9.0462,8.7215,8.8297,6605588,135076148.4,-0.1125,-1.2585,20.4488,0.5992,22490233959.6,N/A,23965998784.8,1102462449,0,1174803862,15.3274,4.3237,1.3015,-115.4012,
002081.SZ,Ѕру«тл,2014-01-08,8.8297,8.8297,8.9726,8.7605,8.8168,6144695,125425630.6,-0.013,-0.1471,20.412,0.5574,22457160086.13,N/A,23930754668.94,1102462449,0,1174803862,15.3049,4.3174,1.2996,-115.2314,
002081.SZ,Ѕру«тл,2014-01-09,8.8168,8.8211,8.9077,8.6653,8.7259,8209216,165817380.3,-0.0909,-1.0309,20.1989,0.7446,22225642971.84,N/A,23684045857.92,1102462449,0,1174803862,15.1471,4.2729,1.2862,-114.0435,
002081.SZ,Ѕру«тл,2014-01-10,8.7259,8.6999,8.7042,8.4359,8.4489,7839307,154546715.6,-0.277,-3.1746,19.7143,0.7111,21520067004.48,N/A,22932171386.24,1102462449,0,1174803862,14.6662,4.1372,1.2453,-110.4231,
002081.SZ,Ѕру«тл,2014-01-13,8.4489,8.4489,8.6566,8.4359,8.5484,4562321,89694567.2,0.0996,1.1783,19.6599,0.4138,21773633367.75,N/A,23202376274.5,1102462449,0,1174803862,14.839,4.186,1.26,-111.7242,
002081.SZ,Ѕру«тл,2014-01-14,8.5484,8.5571,8.5701,8.2151,8.345,11043347,212225905,-0.2034,-2.3797,19.2175,1.0017,21255476016.72,N/A,22650218459.36,1102462449,0,1174803862,14.4859,4.0864,1.23,-109.0654,
002081.SZ,Ѕру«тл,2014-01-15,8.345,8.3839,8.4229,8.2627,8.345,6298502,121319419.1,0,0,19.2616,0.5713,21255476016.72,N/A,22650218459.36,1102462449,0,1174803862,14.4859,4.0864,1.23,-109.0654,
002081.SZ,Ѕру«тл,2014-01-16,8.345,8.3623,8.5051,8.2757,8.4792,7169297,139143169.8,0.1342,1.6079,19.4082,0.6503,21597239375.91,N/A,23014407656.58,1102462449,0,1174803862,14.7188,4.1521,1.2498,-110.819,
002081.SZ,Ѕру«тл,2014-01-17,8.4792,8.635,8.8557,8.6003,8.7995,12074328,243368248.6,0.3203,3.7774,20.1558,1.0952,22413061588.17,N/A,23883762514.46,1102462449,0,1174803862,15.2748,4.3089,1.297,-115.0052,
002081.SZ,Ѕру«тл,2014-01-20,8.7995,8.8038,9.0678,8.8038,8.8384,12451825,257637666.7,0.039,0.4427,20.6908,1.1295,22512283208.58,N/A,23989494862.04,1102462449,0,1174803862,15.3424,4.328,1.3028,-115.5143,
002081.SZ,Ѕру«тл,2014-01-21,8.8384,8.8384,9.0072,8.7302,8.9293,4879010,100056968.3,0.0909,1.0284,20.5076,0.4426,22743800322.87,N/A,24236203673.06,1102462449,0,1174803862,15.5002,4.3725,1.3162,-116.7022,
002081.SZ,Ѕру«тл,2014-01-22,8.9293,8.925,9.2842,8.8297,9.2323,10497709,221194413.1,0.303,3.3931,21.0707,0.9522,23515524037.17,N/A,25058566376.46,1102462449,0,1174803862,16.0261,4.5209,1.3608,-120.6621,
002081.SZ,Ѕру«тл,2014-01-23,9.2323,9.2366,9.3145,9.0202,9.1284,9682555,204263171.5,-0.1039,-1.1252,21.096,0.8783,23250933049.41,N/A,24776613449.58,1102462449,0,1174803862,15.8458,4.47,1.3455,-119.3044,
002081.SZ,Ѕру«тл,2014-01-24,9.1284,9.0894,9.6391,9.0289,9.2323,16769836,363489263.2,0.1039,1.138,21.6752,1.5211,23515524037.17,N/A,25058566376.46,1102462449,0,1174803862,16.0261,4.5209,1.3608,-120.6621,
002081.SZ,Ѕру«тл,2014-01-27,9.2323,9.1803,9.189,8.4489,8.5614,25364649,507807938.4,-0.6709,-7.2668,20.0203,2.3007,21806707241.22,N/A,23237620390.36,1102462449,0,1174803862,14.8616,4.1923,1.2619,-111.8939,
002081.SZ,Ѕру«тл,2014-01-28,8.5614,8.0939,8.3363,8.0333,8.2801,28879256,546418237.9,-0.2813,-3.2861,18.9208,2.6195,21090106649.37,N/A,22473997880.06,1102462449,0,1174803862,14.3732,4.0546,1.2205,-108.2169,
002081.SZ,Ѕру«тл,2014-01-29,8.2801,8.2324,8.2714,8.1286,8.2238,10702225,202832273.5,-0.0563,-0.6796,18.9523,0.9708,20946786531,N/A,22321273378,1102462449,0,1174803862,14.2755,4.027,1.2122,-107.4815,
002081.SZ,Ѕру«тл,2014-01-30,8.2238,8.2238,8.3666,8.2151,8.2671,6944247,132818722.1,0.0433,0.5263,19.1264,0.6299,21057032775.9,N/A,22438753764.2,1102462449,0,1174803862,14.3507,4.0482,1.2186,-108.0472,
002081.SZ,Ѕру«тл,2014-02-07,8.2671,8.2454,8.2454,7.8818,8.0766,15508622,286664048.7,-0.1904,-2.3037,18.4842,1.4067,20571949298.34,N/A,21921840064.92,1102462449,0,1174803862,14.0201,3.955,1.1905,-105.5581,
002081.SZ,Ѕру«тл,2014-02-10,8.0766,8.0463,8.4402,8.0074,8.4229,14146606,271335992,0.3463,4.2872,19.1803,1.2832,21453919257.54,N/A,22861683154.52,1102462449,0,1174803862,14.6211,4.1245,1.2415,-110.0836,
002081.SZ,Ѕру«тл,2014-02-11,8.4229,8.3969,8.4878,8.2498,8.4142,13470205,261341365.9,-0.0087,-0.1028,19.4014,1.2218,21431870008.56,N/A,22838187077.28,1102462449,0,1174803862,14.6061,4.1203,1.2402,-109.9705,
002081.SZ,Ѕру«тл,2014-02-12,8.4142,8.4142,9.0289,8.3926,8.899,19964935,404418261.9,0.4848,5.7613,20.2564,1.8109,22666627951.44,N/A,24153967402.72,1102462449,0,1174803862,15.4476,4.3577,1.3117,-116.3063,
002081.SZ,Ѕру«тл,2014-02-13,8.899,8.899,8.9033,8.5701,8.6177,13200732,266186033.1,-0.2813,-3.1615,20.1645,1.1974,21950027359.59,N/A,23390344892.42,1102462449,0,1174803862,14.9592,4.2199,1.2702,-112.6293,
002081.SZ,Ѕру«тл,2014-02-14,8.6177,8.648,8.8168,8.6177,8.6999,11073905,221947048.4,0.0822,0.9543,20.0423,1.0045,22159495224.9,N/A,23613557626.2,1102462449,0,1174803862,15.102,4.2602,1.2824,-113.7041,
002081.SZ,Ѕру«тл,2014-02-17,8.6999,8.7648,9.2842,8.7215,9.189,22191015,463318801,0.4891,5.6219,20.8787,2.0129,23405277792.27,N/A,24941085990.26,1102462449,0,1174803862,15.951,4.4997,1.3544,-120.0964,
002081.SZ,Ѕру«тл,2014-02-18,9.189,9.1847,9.743,9.1154,9.5526,35306875,773393240.1,0.3636,3.9567,21.9049,3.2025,24331346249.43,N/A,25927921234.34,1102462449,0,1174803862,16.5821,4.6777,1.408,-124.8482,
002081.SZ,Ѕру«тл,2014-02-19,9.5526,9.5569,9.782,9.4097,9.6175,17121995,378495405.7,0.0649,0.6797,22.1058,1.5531,24496715616.78,N/A,26104141813.64,1102462449,0,1174803862,16.6948,4.7095,1.4176,-125.6967,
002081.SZ,Ѕру«тл,2014-02-20,9.6175,9.6002,9.6132,9.2409,9.2453,13322677,289551191.7,-0.3722,-3.8704,21.7337,1.2084,23548597910.64,N/A,25093810492.32,1102462449,0,1174803862,16.0487,4.5272,1.3627,-120.8318,
002081.SZ,Ѕру«тл,2014-02-21,9.2453,9.2409,9.3059,8.9206,9.0159,9855051,206706733.5,-0.2294,-2.4813,20.9747,0.8939,22964292812.67,N/A,24471164445.46,1102462449,0,1174803862,15.6505,4.4149,1.3289,-117.8336,
002081.SZ,Ѕру«тл,2014-02-24,9.0159,8.8947,8.8947,8.1718,8.3147,27825394,539306684.7,-0.7012,-7.7772,19.3818,2.5239,21178303645.29,N/A,22567982189.02,1102462449,0,1174803862,14.4333,4.0715,1.2256,-108.6694,
002081.SZ,Ѕру«тл,2014-02-25,8.3147,8.319,8.4618,8.2238,8.2498,12546015,241684448.8,-0.0649,-0.7808,19.2638,1.138,21012934277.94,N/A,22391761609.72,1102462449,0,1174803862,14.3206,4.0397,1.216,-107.8209,
002081.SZ,Ѕру«тл,2014-02-26,8.2498,8.2238,8.2281,8.0074,8.2281,9030370,169262166.7,-0.0216,-0.2623,18.7437,0.8191,20957811155.49,N/A,22333021416.62,1102462449,0,1174803862,14.283,4.0291,1.2128,-107.538,
002081.SZ,Ѕру«тл,2014-02-27,8.2281,8.2411,8.3883,7.9121,7.9684,11986726,225652606.7,-0.2597,-3.1562,18.8252,1.0873,20296333686.09,N/A,21628139099.42,1102462449,0,1174803862,13.8322,3.902,1.1745,-104.1439,
002081.SZ,Ѕру«тл,2014-02-28,7.9684,7.9684,8.081,7.8775,8.068,6904134,127298248.3,0.0996,1.2493,18.438,0.6262,20549900049.36,N/A,21898343987.68,1102462449,0,1174803862,14.005,3.9507,1.1892,-105.445,
002081.SZ,Ѕру«тл,2014-03-03,8.068,8.0723,8.1589,7.9121,8.003,8792942,162980563.7,-0.0649,-0.8047,18.5354,0.7976,20384530682.01,N/A,21722123408.38,1102462449,0,1174803862,13.8923,3.9189,1.1796,-104.5964,
002081.SZ,Ѕру«тл,2014-03-04,8.003,7.9987,7.9987,7.7477,7.8775,11455698,207538661.8,-0.1255,-1.5684,18.1166,1.0391,20064816571.8,N/A,21381430288.4,1102462449,0,1174803862,13.6744,3.8575,1.1611,-102.9559,
002081.SZ,Ѕру«тл,2014-03-05,7.8775,7.9208,8.1329,7.8689,8.0507,7859895,146068026.6,0.1731,2.1978,18.584,0.7129,20505801551.4,N/A,21851351833.2,1102462449,0,1174803862,13.975,3.9422,1.1867,-105.2187,
002081.SZ,Ѕру«тл,2014-03-06,8.0507,8.0463,8.0723,7.791,8.0593,9465866,174324786.4,0.0087,0.1075,18.4161,0.8586,20527850800.38,N/A,21874847910.44,1102462449,0,1174803862,13.99,3.9465,1.1879,-105.3318,
002081.SZ,Ѕру«тл,2014-03-07,8.0593,8.0939,8.1632,7.9165,7.9598,7499680,139199728.3,-0.0996,-1.2352,18.5608,0.6803,20274284437.11,N/A,21604643022.18,1102462449,0,1174803862,13.8172,3.8977,1.1733,-104.0307,
002081.SZ,Ѕру«тл,2014-03-10,7.9598,7.8256,7.8299,7.4101,7.4793,13566934,237854145.6,-0.4804,-6.0359,17.5319,1.2306,19050551118.72,N/A,20300610735.36,1102462449,0,1174803862,12.9832,3.6625,1.1024,-97.7516,
002081.SZ,Ѕру«тл,2014-03-11,7.4793,7.449,7.5399,7.2802,7.3841,11581848,197644784.7,-0.0952,-1.2731,17.065,1.0505,18808009379.94,N/A,20042153885.72,1102462449,0,1174803862,12.8179,3.6158,1.0884,-96.507,
002081.SZ,Ѕру«тл,2014-03-12,7.3841,7.3581,7.5486,7.3581,7.5399,7980249,137431136.1,0.1558,2.1102,17.2214,0.7239,19204895861.58,N/A,20465083276.04,1102462449,0,1174803862,13.0884,3.6921,1.1114,-98.5435,
002081.SZ,Ѕру«тл,2014-03-13,7.5399,7.6048,7.7736,7.5486,7.6654,6126438,108306852.1,0.1255,1.6648,17.6786,0.5557,19524609971.79,N/A,20805776396.02,1102462449,0,1174803862,13.3063,3.7536,1.1299,-100.184,
002081.SZ,Ѕру«тл,2014-03-14,7.6654,7.6698,7.6957,7.5313,7.5659,4756264,83675887.6,-0.0996,-1.2987,17.5928,0.4314,19271043608.52,N/A,20535571507.76,1102462449,0,1174803862,13.1335,3.7049,1.1152,-98.8829,
002081.SZ,Ѕру«тл,2014-03-17,7.5659,7.5572,7.9554,7.5572,7.8732,8565970,154812957.7,0.3073,4.0618,18.073,0.777,20053791947.31,N/A,21369682249.78,1102462449,0,1174803862,13.6669,3.8553,1.1605,-102.8994,
002081.SZ,Ѕру«тл,2014-03-18,7.8732,7.8775,7.9814,7.8342,7.9295,5026300,91653539.9,0.0563,0.7147,18.2348,0.4559,20197112065.68,N/A,21522406751.84,1102462449,0,1174803862,13.7646,3.8829,1.1688,-103.6348,
002081.SZ,Ѕру«тл,2014-03-19,7.9295,7.8905,7.9165,7.5962,7.6827,6352322,113321908.3,-0.2467,-3.1114,17.8394,0.5762,19568708469.75,N/A,20852768550.5,1102462449,0,1174803862,13.3363,3.7621,1.1324,-100.4103,
002081.SZ,Ѕру«тл,2014-03-20,7.6827,7.7044,7.791,7.475,7.488,5219830,91722484.1,-0.1948,-2.5352,17.5719,0.4735,19072600367.7,N/A,20324106812.6,1102462449,0,1174803862,12.9982,3.6667,1.1037,-97.8647,
002081.SZ,Ѕру«тл,2014-03-21,7.488,7.4836,8.1805,7.4404,8.0636,13038740,236582639.7,0.5757,7.6879,18.1446,1.1827,20538875424.87,N/A,21886595949.06,1102462449,0,1174803862,13.9975,3.9486,1.1886,-105.3884,
002081.SZ,Ѕру«тл,2014-03-24,8.0636,8.0117,8.1156,7.8992,7.9944,6372000,117889736.9,-0.0693,-0.8588,18.5012,0.578,20362481433.03,N/A,21698627331.14,1102462449,0,1174803862,13.8773,3.9147,1.1784,-104.4833,
002081.SZ,Ѕру«тл,2014-03-25,7.9944,7.9987,8.2974,7.8905,8.2541,10907920,204744187.7,0.2597,3.2485,18.7702,0.9894,21023958902.43,N/A,22403509648.34,1102462449,0,1174803862,14.3281,4.0419,1.2166,-107.8774,
002081.SZ,Ѕру«тл,2014-03-26,8.2541,8.1762,8.2411,8.0204,8.055,6377593,119378296.2,-0.1991,-2.4122,18.7184,0.5785,20516826175.89,N/A,21863099871.82,1102462449,0,1174803862,13.9825,3.9444,1.1873,-105.2753,
002081.SZ,Ѕру«тл,2014-03-27,8.055,8.0593,8.081,7.8732,7.9035,5290257,97083311.8,-0.1515,-1.8807,18.3513,0.4799,20130964318.74,N/A,21451918520.12,1102462449,0,1174803862,13.7195,3.8702,1.165,-103.2953,
002081.SZ,Ѕру«тл,2014-03-28,7.9035,7.8992,7.9857,7.8039,7.8689,4830785,88081073.3,-0.0346,-0.4381,18.2333,0.4382,20042767322.82,N/A,21357934211.16,1102462449,0,1174803862,13.6594,3.8532,1.1599,-102.8428,
002081.SZ,Ѕру«тл,2014-03-31,7.8689,7.8645,7.9468,7.752,7.7996,4035905,73016435.9,-0.0693,-0.8801,18.0917,0.3661,19866373330.98,N/A,21169965593.24,1102462449,0,1174803862,13.5392,3.8193,1.1496,-101.9377,
002081.SZ,Ѕру«тл,2014-04-01,7.7996,7.9165,8.1156,7.9165,8.0896,6216666,115765550.8,0.29,3.7181,18.6218,0.5639,20605023171.81,N/A,21957084180.78,1102462449,0,1174803862,14.0426,3.9613,1.1924,-105.7278,
002081.SZ,Ѕру«тл,2014-04-02,8.0896,8.0766,8.2195,8.055,8.1415,8166024,153874942.3,0.0519,0.6421,18.8433,0.7407,20737318665.69,N/A,22098060644.22,1102462449,0,1174803862,14.1328,3.9867,1.2,-106.4066,
002081.SZ,Ѕру«тл,2014-04-03,8.1415,8.1502,8.3407,8.0507,8.0939,8638403,163773616.5,-0.0476,-0.5848,18.9588,0.7836,20616047796.3,N/A,21968832219.4,1102462449,0,1174803862,14.0501,3.9634,1.193,-105.7844,
002081.SZ,Ѕру«тл,2014-04-04,8.0939,8.0939,8.0939,8.0939,8.0939,N/A,N/A,0,0,N/A,N/A,20616047796.3,N/A,21968832219.4,1102462449,0,1174803862,14.0501,3.9634,1.193,-105.7844,
002081.SZ,Ѕру«тл,2014-04-08,8.0939,8.0939,8.0939,8.0939,8.0939,N/A,N/A,0,0,N/A,N/A,20616047796.3,N/A,21968832219.4,1102462449,0,1174803862,14.0501,3.9634,1.193,-105.7844,
