ДњТы,МђГЦ,ШеЦк,ЧАЪеХЬМл(дЊ),ПЊХЬМл(дЊ),зюИпМл(дЊ),зюЕЭМл(дЊ),ЪеХЬМл(дЊ),ГЩНЛСП(ЙЩ),ГЩНЛН№Жю(дЊ),еЧЕј(дЊ),еЧЕјЗљ(%),ОљМл(дЊ),ЛЛЪжТЪ(%),AЙЩСїЭЈЪажЕ(дЊ),BЙЩСїЭЈЪажЕ(дЊ),змЪажЕ(дЊ),AЙЩСїЭЈЙЩБО(ЙЩ),BЙЩСїЭЈЙЩБО(ЙЩ),змЙЩБО(ЙЩ),ЪагЏТЪ,ЪаОЛТЪ,ЪаЯњТЪ,ЪаЯжТЪ,
002287.SZ,Цце§ВивЉ,2012-08-22,16.4721,16.2996,16.4721,16.0601,16.1176,1110348,18847517.7,-0.3545,-2.1524,16.9744,2.7082,689620000,N/A,6828920000,41000000,0,406000000,40.0011,5.4862,8.6527,-28.4563,
002287.SZ,Цце§ВивЉ,2012-08-23,16.1176,16.1176,16.2421,15.9738,16.2038,695437,11689137.2,0.0862,0.5351,16.8083,1.6962,693310000,N/A,6865460000,41000000,0,406000000,40.2151,5.5156,8.699,-28.6086,
002287.SZ,Цце§ВивЉ,2012-08-24,16.2038,16.1751,16.5296,15.9068,15.9163,783767,13197067.3,-0.2875,-1.7741,16.838,1.9116,681010000,N/A,6743660000,41000000,0,406000000,39.5017,5.4178,8.5447,-28.1011,
002287.SZ,Цце§ВивЉ,2012-08-27,15.9163,16.0026,16.0026,14.4023,15.006,1083041,16989522.9,-0.9103,-5.7194,15.6869,2.6416,642060000,N/A,6357960000,41000000,0,406000000,37.2424,5.1079,8.056,-26.4938,
002287.SZ,Цце§ВивЉ,2012-08-28,15.006,14.4981,15.2168,14.4694,15.0156,591669,9170187.9,0.0096,0.0639,15.4988,0.1457,6362020000,N/A,6362020000,406000000,0,406000000,37.2662,5.1111,8.0611,-26.5107,
002287.SZ,Цце§ВивЉ,2012-08-29,15.0156,15.0443,15.0731,14.709,14.8814,382133,5939320.6,-0.1342,-0.8934,15.5425,0.0941,6305180000,N/A,6305180000,406000000,0,406000000,36.9332,5.0655,7.9891,-26.2739,
002287.SZ,Цце§ВивЉ,2012-08-30,14.8814,14.7281,14.9773,14.6227,14.8719,689735,10638720.1,-0.0096,-0.0644,15.4244,0.1699,6301120000,N/A,6301120000,406000000,0,406000000,36.9094,5.0622,7.9839,-26.257,
002287.SZ,Цце§ВивЉ,2012-08-31,14.8719,14.7569,14.9773,14.7185,14.9102,239134,3713004.1,0.0383,0.2577,15.5269,0.0589,6317360000,N/A,6317360000,406000000,0,406000000,37.0046,5.0753,8.0045,-26.3246,
002287.SZ,Цце§ВивЉ,2012-09-03,14.9102,14.8335,15.2839,14.661,15.1881,519583,8153057.1,0.2779,1.8638,15.6915,0.128,6435100000,N/A,6435100000,406000000,0,406000000,37.6942,5.1699,8.1537,-26.8153,
002287.SZ,Цце§ВивЉ,2012-09-04,15.1881,15.236,15.236,14.9198,14.9773,323163,5071713.7,-0.2108,-1.388,15.694,0.0796,6345780000,N/A,6345780000,406000000,0,406000000,37.171,5.0981,8.0405,-26.4431,
002287.SZ,Цце§ВивЉ,2012-09-05,14.9773,14.9485,15.1785,14.9485,14.9581,295993,4644433.6,-0.0192,-0.128,15.691,0.0729,6337660000,N/A,6337660000,406000000,0,406000000,37.1235,5.0916,8.0302,-26.4092,
002287.SZ,Цце§ВивЉ,2012-09-06,14.9581,15.1402,15.1497,14.9773,15.121,341872,5384016.7,0.1629,1.089,15.7486,0.0842,6406680000,N/A,6406680000,406000000,0,406000000,37.5278,5.147,8.1177,-26.6968,
002287.SZ,Цце§ВивЉ,2012-09-07,15.121,15.2456,15.8014,15.1497,15.4756,1068252,17231963,0.3545,2.3447,16.131,0.2631,6556900000,N/A,6556900000,406000000,0,406000000,38.4077,5.2677,8.308,-27.3228,
002287.SZ,Цце§ВивЉ,2012-09-10,15.4756,15.4851,15.763,15.4564,15.6864,902383,14706932,0.2108,1.3622,16.2979,0.2223,6646220000,N/A,6646220000,406000000,0,406000000,38.9309,5.3395,8.4212,-27.695,
002287.SZ,Цце§ВивЉ,2012-09-11,15.6864,15.6864,15.6864,15.3126,15.466,809118,13050200.1,-0.2204,-1.405,16.1289,0.1993,6552840000,N/A,6552840000,406000000,0,406000000,38.3839,5.2645,8.3029,-27.3059,
002287.SZ,Цце§ВивЉ,2012-09-12,15.466,15.5043,15.6864,15.4756,15.6768,716179,11655826.8,0.2108,1.3631,16.275,0.1764,6642160000,N/A,6642160000,406000000,0,406000000,38.9071,5.3362,8.4161,-27.6781,
002287.SZ,Цце§ВивЉ,2012-09-13,15.6768,15.648,15.8014,15.3126,15.3126,601337,9802517.6,-0.3641,-2.3227,16.3012,0.1481,6487880000,N/A,6487880000,406000000,0,406000000,38.0034,5.2123,8.2206,-27.0352,
002287.SZ,Цце§ВивЉ,2012-09-14,15.3126,15.4564,15.6576,15.3989,15.5043,648407,10503997.7,0.1916,1.2516,16.1997,0.1597,6569080000,N/A,6569080000,406000000,0,406000000,38.479,5.2775,8.3235,-27.3736,
002287.SZ,Цце§ВивЉ,2012-09-17,15.5043,15.5043,15.6576,15.0443,15.3126,519702,8309795.9,-0.1916,-1.2361,15.9895,0.128,6487880000,N/A,6487880000,406000000,0,406000000,38.0034,5.2123,8.2206,-27.0352,
002287.SZ,Цце§ВивЉ,2012-09-18,15.3126,15.2935,15.4276,15.0443,15.3126,266699,4222593.3,0,0,15.8328,0.0657,6487880000,N/A,6487880000,406000000,0,406000000,38.0034,5.2123,8.2206,-27.0352,
002287.SZ,Цце§ВивЉ,2012-09-19,15.3126,15.3126,15.3318,15.1402,15.2647,274680,4365236.6,-0.0479,-0.3129,15.8921,0.0677,6467580000,N/A,6467580000,406000000,0,406000000,37.8845,5.196,8.1948,-26.9506,
002287.SZ,Цце§ВивЉ,2012-09-20,15.2647,15.2168,15.2168,14.7377,14.7856,399693,6204131.9,-0.4791,-3.1387,15.5222,0.0984,6264580000,N/A,6264580000,406000000,0,406000000,36.6954,5.0329,7.9376,-26.1047,
002287.SZ,Цце§ВивЉ,2012-09-21,14.7856,14.8527,14.9485,14.7377,14.7569,298499,4622245.6,-0.0287,-0.1944,15.485,0.0735,6252400000,N/A,6252400000,406000000,0,406000000,36.624,5.0231,7.9222,-26.054,
002287.SZ,Цце§ВивЉ,2012-09-24,14.7569,14.7569,14.9868,14.6323,14.8527,277957,4309432.6,0.0958,0.6494,15.504,0.0685,6293000000,N/A,6293000000,406000000,0,406000000,36.8619,5.0557,7.9736,-26.2231,
002287.SZ,Цце§ВивЉ,2012-09-25,14.8527,14.7569,15.1593,14.7569,14.9102,375075,5871012.6,0.0575,0.3871,15.6529,0.0924,6317360000,N/A,6317360000,406000000,0,406000000,37.0046,5.0753,8.0045,-26.3246,
002287.SZ,Цце§ВивЉ,2012-09-26,14.9102,14.8048,14.9102,14.479,14.4981,329178,5035409.9,-0.412,-2.7635,15.2969,0.0811,6142780000,N/A,6142780000,406000000,0,406000000,35.9819,4.935,7.7833,-25.5972,
002287.SZ,Цце§ВивЉ,2012-09-27,14.4981,14.479,14.8527,14.479,14.776,306549,4699953.3,0.2779,1.9167,15.3318,0.0755,6260520000,N/A,6260520000,406000000,0,406000000,36.6716,5.0296,7.9325,-26.0878,
002287.SZ,Цце§ВивЉ,2012-09-28,14.776,14.6227,14.9389,14.6227,14.9198,298704,4623776.6,0.1437,0.9728,15.4795,0.0736,6321420000,N/A,6321420000,406000000,0,406000000,37.0283,5.0785,8.0097,-26.3416,
002287.SZ,Цце§ВивЉ,2012-10-08,14.9198,15.0156,15.0443,14.8335,14.8623,161019,2506316.7,-0.0575,-0.3854,15.5653,0.0397,6297060000,N/A,6297060000,406000000,0,406000000,36.8856,5.059,7.9788,-26.2401,
002287.SZ,Цце§ВивЉ,2012-10-09,14.8623,14.8623,15.2552,14.8527,15.236,471348,7440265.7,0.3737,2.5145,15.7851,0.1161,6455400000,N/A,6455400000,406000000,0,406000000,37.8131,5.1862,8.1794,-26.8999,
002287.SZ,Цце§ВивЉ,2012-10-10,15.236,15.0923,15.5043,15.0923,15.3701,490281,7847972.6,0.1342,0.8805,16.0071,0.1208,6512240000,N/A,6512240000,406000000,0,406000000,38.1461,5.2318,8.2514,-27.1367,
002287.SZ,Цце§ВивЉ,2012-10-11,15.3701,15.3318,15.4181,15.1018,15.121,312415,4962466,-0.2491,-1.6209,15.8842,0.0769,6406680000,N/A,6406680000,406000000,0,406000000,37.5278,5.147,8.1177,-26.6968,
002287.SZ,Цце§ВивЉ,2012-10-12,15.121,15.2743,15.4181,15.0252,15.0539,293688,4651871.3,-0.0671,-0.4436,15.8395,0.0723,6378260000,N/A,6378260000,406000000,0,406000000,37.3613,5.1242,8.0817,-26.5784,
002287.SZ,Цце§ВивЉ,2012-10-15,15.0539,15.1402,15.3989,14.9868,15.3126,520504,8290554.2,0.2587,1.7187,15.9279,0.1282,6487880000,N/A,6487880000,406000000,0,406000000,38.0034,5.2123,8.2206,-27.0352,
002287.SZ,Цце§ВивЉ,2012-10-16,15.3126,15.1593,15.6864,15.1593,15.4276,989802,16047924,0.115,0.7509,16.2133,0.2438,6536600000,N/A,6536600000,406000000,0,406000000,38.2888,5.2514,8.2823,-27.2382,
002287.SZ,Цце§ВивЉ,2012-10-17,15.4276,15.3797,15.5139,15.3222,15.4276,334586,5371446.1,0,0,16.054,0.0824,6536600000,N/A,6536600000,406000000,0,406000000,38.2888,5.2514,8.2823,-27.2382,
002287.SZ,Цце§ВивЉ,2012-10-18,15.4276,15.4085,15.5905,15.3701,15.5235,488978,7901964.9,0.0958,0.6211,16.1602,0.1204,6577200000,N/A,6577200000,406000000,0,406000000,38.5266,5.284,8.3337,-27.4074,
002287.SZ,Цце§ВивЉ,2012-10-19,15.5235,15.4372,15.6672,15.4372,15.5714,482133,7814317.2,0.0479,0.3086,16.2078,0.1188,6597500000,N/A,6597500000,406000000,0,406000000,38.6455,5.3003,8.3595,-27.492,
002287.SZ,Цце§ВивЉ,2012-10-22,15.5714,15.5235,15.5235,15.2839,15.4947,376970,6067869.5,-0.0767,-0.4923,16.0964,0.0928,6565020000,N/A,6565020000,406000000,0,406000000,38.4553,5.2742,8.3183,-27.3567,
002287.SZ,Цце§ВивЉ,2012-10-23,15.4947,15.3797,15.5235,15.1977,15.2264,645532,10318748.8,-0.2683,-1.7316,15.9849,0.159,6451340000,N/A,6451340000,406000000,0,406000000,37.7894,5.1829,8.1743,-26.8829,
002287.SZ,Цце§ВивЉ,2012-10-24,15.2264,15.2072,15.2935,15.1497,15.2552,303794,4825971.4,0.0287,0.1888,15.8857,0.0748,6463520000,N/A,6463520000,406000000,0,406000000,37.8607,5.1927,8.1897,-26.9337,
002287.SZ,Цце§ВивЉ,2012-10-25,15.2552,15.1593,15.3031,15.0156,15.0156,361800,5738202.5,-0.2396,-1.5704,15.8602,0.0891,6362020000,N/A,6362020000,406000000,0,406000000,37.2662,5.1111,8.0611,-26.5107,
002287.SZ,Цце§ВивЉ,2012-10-26,15.0156,14.9677,15.1114,14.5173,14.5173,436742,6741097,-0.4983,-3.3184,15.435,0.1076,6150900000,N/A,6150900000,406000000,0,406000000,36.0295,4.9415,7.7936,-25.631,
002287.SZ,Цце§ВивЉ,2012-10-29,14.5173,14.5556,14.6802,14.5556,14.5652,404430,6164998.7,0.0479,0.33,15.2437,0.0996,6171200000,N/A,6171200000,406000000,0,406000000,36.1484,4.9578,7.8193,-25.7156,
002287.SZ,Цце§ВивЉ,2012-10-30,14.5652,14.661,14.8527,14.5748,14.6802,192855,2959825.1,0.115,0.7895,15.3474,0.0475,6219920000,N/A,6219920000,406000000,0,406000000,36.4338,4.997,7.881,-25.9186,
002287.SZ,Цце§ВивЉ,2012-10-31,14.6802,14.8719,14.8719,14.6898,14.8239,242253,3737402.1,0.1437,0.9791,15.4277,0.0597,6280820000,N/A,6280820000,406000000,0,406000000,36.7905,5.0459,7.9582,-26.1724,
002287.SZ,Цце§ВивЉ,2012-11-01,14.8239,14.8431,15.0827,14.8431,14.9773,326131,5101380.7,0.1533,1.0343,15.6421,0.0803,6345780000,N/A,6345780000,406000000,0,406000000,37.171,5.0981,8.0405,-26.4431,
002287.SZ,Цце§ВивЉ,2012-11-02,14.9773,15.0635,15.0635,14.9102,15.0348,270599,4233599.5,0.0575,0.3839,15.6453,0.0667,6370140000,N/A,6370140000,406000000,0,406000000,37.3137,5.1177,8.0714,-26.5446,
002287.SZ,Цце§ВивЉ,2012-11-05,15.0348,14.9868,15.0635,14.9102,15.0252,249792,3910174.9,-0.0096,-0.0637,15.6537,0.0615,6366080000,N/A,6366080000,406000000,0,406000000,37.2899,5.1144,8.0662,-26.5277,
002287.SZ,Цце§ВивЉ,2012-11-06,15.0252,15.0443,15.0443,14.6706,14.8144,269720,4164679.3,-0.2108,-1.4031,15.4408,0.0664,6276760000,N/A,6276760000,406000000,0,406000000,36.7667,5.0427,7.9531,-26.1555,
002287.SZ,Цце§ВивЉ,2012-11-07,14.8144,14.7856,14.891,14.6706,14.776,246688,3808772.6,-0.0383,-0.2587,15.4396,0.0608,6260520000,N/A,6260520000,406000000,0,406000000,36.6716,5.0296,7.9325,-26.0878,
002287.SZ,Цце§ВивЉ,2012-11-08,14.776,14.6131,14.7856,14.594,14.6419,225255,3448706.8,-0.1342,-0.9079,15.3102,0.0555,6203680000,N/A,6203680000,406000000,0,406000000,36.3387,4.9839,7.8605,-25.8509,
002287.SZ,Цце§ВивЉ,2012-11-09,14.6419,14.6994,14.8527,14.6131,14.7569,236623,3629817.4,0.115,0.7853,15.3401,0.0583,6252400000,N/A,6252400000,406000000,0,406000000,36.624,5.0231,7.9222,-26.054,
002287.SZ,Цце§ВивЉ,2012-11-12,14.7569,14.709,14.776,14.594,14.7473,263389,4034406.7,-0.0096,-0.0649,15.3173,0.0649,6248340000,N/A,6248340000,406000000,0,406000000,36.6003,5.0198,7.9171,-26.037,
002287.SZ,Цце§ВивЉ,2012-11-13,14.7473,14.7377,14.776,14.4311,14.4311,320200,4856969.1,-0.3162,-2.1442,15.1685,0.0789,6114360000,N/A,6114360000,406000000,0,406000000,35.8155,4.9122,7.7473,-25.4787,
002287.SZ,Цце§ВивЉ,2012-11-14,14.4311,14.4407,14.6036,14.3832,14.5461,319439,4834390.9,0.115,0.7968,15.134,0.0787,6163080000,N/A,6163080000,406000000,0,406000000,36.1008,4.9513,7.809,-25.6818,
002287.SZ,Цце§ВивЉ,2012-11-15,14.5461,14.5173,14.5173,14.2586,14.2586,291669,4383467.7,-0.2875,-1.9763,15.0289,0.0718,6041280000,N/A,6041280000,406000000,0,406000000,35.3874,4.8535,7.6547,-25.1742,
002287.SZ,Цце§ВивЉ,2012-11-16,14.2586,14.3448,14.3448,13.8465,13.952,357496,5220275.1,-0.3066,-2.1505,14.6023,0.0881,5911360000,N/A,5911360000,406000000,0,406000000,34.6264,4.7491,7.4901,-24.6328,
002287.SZ,Цце§ВивЉ,2012-11-19,13.952,13.952,14.0861,13.6836,13.9999,203730,2958815.7,0.0479,0.3434,14.5232,0.0502,5931660000,N/A,5931660000,406000000,0,406000000,34.7453,4.7654,7.5158,-24.7174,
002287.SZ,Цце§ВивЉ,2012-11-20,13.9999,13.9999,14.1532,13.7795,13.7795,239652,3485783.5,-0.2204,-1.5743,14.5452,0.059,5838280000,N/A,5838280000,406000000,0,406000000,34.1983,4.6904,7.3975,-24.3283,
002287.SZ,Цце§ВивЉ,2012-11-21,13.7795,13.7795,14.0286,13.6645,13.9807,176223,2543181.9,0.2012,1.4604,14.4316,0.0434,5923540000,N/A,5923540000,406000000,0,406000000,34.6977,4.7589,7.5055,-24.6836,
002287.SZ,Цце§ВивЉ,2012-11-22,13.9807,13.9807,14.0861,13.8561,13.9711,186411,2721863.3,-0.0096,-0.0685,14.6014,0.0459,5919480000,N/A,5919480000,406000000,0,406000000,34.6739,4.7556,7.5004,-24.6667,
002287.SZ,Цце§ВивЉ,2012-11-23,13.9711,13.8657,14.0382,13.8657,14.0382,134273,1961497.7,0.0671,0.4801,14.6083,0.0331,5947900000,N/A,5947900000,406000000,0,406000000,34.8404,4.7785,7.5364,-24.7851,
002287.SZ,Цце§ВивЉ,2012-11-26,14.0382,13.8657,14.0382,13.8657,13.904,79200,1152357.5,-0.1342,-0.9556,14.55,0.0195,5891060000,N/A,5891060000,406000000,0,406000000,34.5075,4.7328,7.4644,-24.5482,
002287.SZ,Цце§ВивЉ,2012-11-27,13.904,13.8945,13.9328,13.3387,13.5974,504321,7163505.7,-0.3066,-2.2054,14.2043,0.1242,5761140000,N/A,5761140000,406000000,0,406000000,33.7464,4.6284,7.2997,-24.0069,
002287.SZ,Цце§ВивЉ,2012-11-28,13.5974,13.3578,13.3578,13.032,13.1279,435497,5974812.9,-0.4695,-3.4531,13.7195,0.1073,5562200000,N/A,5562200000,406000000,0,406000000,32.5811,4.4686,7.0477,-23.1779,
002287.SZ,Цце§ВивЉ,2012-11-29,13.1279,13.147,13.3674,13.08,13.1087,411023,5674585.6,-0.0192,-0.146,13.806,0.1012,5554080000,N/A,5554080000,406000000,0,406000000,32.5336,4.4621,7.0374,-23.144,
002287.SZ,Цце§ВивЉ,2012-11-30,13.1087,13.1087,13.3195,12.9362,13.147,193152,2641606,0.0383,0.2924,13.6763,0.0476,5570320000,N/A,5570320000,406000000,0,406000000,32.6287,4.4751,7.058,-23.2117,
002287.SZ,Цце§ВивЉ,2012-12-03,13.147,13.147,13.147,12.4475,12.4763,515800,6842497,-0.6708,-5.102,13.2658,0.127,5286120000,N/A,5286120000,406000000,0,406000000,30.964,4.2468,6.6979,-22.0274,
002287.SZ,Цце§ВивЉ,2012-12-04,12.4763,12.5625,12.5625,11.7097,12.0642,866170,10800541.4,-0.412,-3.3026,12.4693,0.2133,5111540000,N/A,5111540000,406000000,0,406000000,29.9413,4.1065,6.4767,-21.3,
002287.SZ,Цце§ВивЉ,2012-12-05,12.0642,12.0642,12.5625,11.9109,12.4475,571649,7362569,0.3833,3.1771,12.8795,0.1408,5273940000,N/A,5273940000,406000000,0,406000000,30.8926,4.237,6.6824,-21.9767,
002287.SZ,Цце§ВивЉ,2012-12-06,12.4475,12.3038,12.5817,12.275,12.4188,262643,3413787.8,-0.0287,-0.2309,12.9978,0.0647,5261760000,N/A,5261760000,406000000,0,406000000,30.8213,4.2272,6.667,-21.9259,
002287.SZ,Цце§ВивЉ,2012-12-07,12.4188,12.3229,12.735,12.275,12.7254,606724,7957227,0.3066,2.4691,13.1151,0.1494,5391680000,N/A,5391680000,406000000,0,406000000,31.5823,4.3316,6.8316,-22.4673,
002287.SZ,Цце§ВивЉ,2012-12-10,12.7254,12.7446,13.2141,12.6008,13.1662,1019365,13892205.9,0.4408,3.4639,13.6283,0.2511,5578440000,N/A,5578440000,406000000,0,406000000,32.6763,4.4816,7.0682,-23.2455,
002287.SZ,Цце§ВивЉ,2012-12-11,13.1662,13.0416,13.1566,12.8979,13.0512,442968,6008024.3,-0.115,-0.8734,13.5631,0.1091,5529720000,N/A,5529720000,406000000,0,406000000,32.3909,4.4425,7.0065,-23.0425,
002287.SZ,Цце§ВивЉ,2012-12-12,13.0512,13.0512,13.1279,12.8691,12.9171,384517,5215759.4,-0.1342,-1.0279,13.5644,0.0947,5472880000,N/A,5472880000,406000000,0,406000000,32.0579,4.3968,6.9345,-22.8057,
002287.SZ,Цце§ВивЉ,2012-12-13,12.9171,12.965,13.0512,12.5721,12.6008,288598,3857303.2,-0.3162,-2.4481,13.3657,0.0711,5338900000,N/A,5338900000,406000000,0,406000000,31.2731,4.2892,6.7647,-22.2474,
002287.SZ,Цце§ВивЉ,2012-12-14,12.6008,12.5433,13.1087,12.5146,13.0704,764069,10336176.2,0.4695,3.7262,13.5278,0.1882,5537840000,N/A,5537840000,406000000,0,406000000,32.4384,4.449,7.0168,-23.0764,
002287.SZ,Цце§ВивЉ,2012-12-17,13.0704,13.1279,13.3099,13.08,13.1566,688453,9470777,0.0862,0.6598,13.7566,0.1696,5574380000,N/A,5574380000,406000000,0,406000000,32.6525,4.4784,7.0631,-23.2286,
002287.SZ,Цце§ВивЉ,2012-12-18,13.1566,13.1758,13.3866,13.1662,13.1854,529362,7320962.6,0.0287,0.2185,13.8298,0.1304,5586560000,N/A,5586560000,406000000,0,406000000,32.7238,4.4882,7.0785,-23.2794,
002287.SZ,Цце§ВивЉ,2012-12-19,13.1854,13.2045,13.2908,13.0416,13.2333,495172,6799226.7,0.0479,0.3634,13.731,0.122,5606860000,N/A,5606860000,406000000,0,406000000,32.8427,4.5045,7.1043,-23.364,
002287.SZ,Цце§ВивЉ,2012-12-20,13.2333,13.2333,13.2716,12.965,13.1183,381390,5234864.6,-0.115,-0.8689,13.7258,0.0939,5558140000,N/A,5558140000,406000000,0,406000000,32.5574,4.4653,7.0425,-23.161,
002287.SZ,Цце§ВивЉ,2012-12-21,13.1183,13.2333,13.3387,12.9937,13.3195,643879,8854390.5,0.2012,1.534,13.7516,0.1586,5643400000,N/A,5643400000,406000000,0,406000000,33.0568,4.5338,7.1506,-23.5162,
002287.SZ,Цце§ВивЉ,2012-12-24,13.3195,13.3291,13.837,13.262,13.607,751112,10643638,0.2875,2.1583,14.1705,0.185,5765200000,N/A,5765200000,406000000,0,406000000,33.7702,4.6317,7.3049,-24.0238,
002287.SZ,Цце§ВивЉ,2012-12-25,13.607,13.7795,13.7986,13.4632,13.7316,775346,11087689,0.1246,0.9155,14.3003,0.191,5817980000,N/A,5817980000,406000000,0,406000000,34.0794,4.6741,7.3718,-24.2437,
002287.SZ,Цце§ВивЉ,2012-12-26,13.7316,13.7411,13.8753,13.5495,13.8561,744310,10674347.4,0.1246,0.9072,14.3413,0.1833,5870760000,N/A,5870760000,406000000,0,406000000,34.3886,4.7165,7.4386,-24.4637,
002287.SZ,Цце§ВивЉ,2012-12-27,13.8561,13.7986,13.9136,13.6645,13.6836,580075,8330464.2,-0.1725,-1.2448,14.361,0.1429,5797680000,N/A,5797680000,406000000,0,406000000,33.9605,4.6578,7.346,-24.1591,
002287.SZ,Цце§ВивЉ,2012-12-28,13.6836,13.6741,13.7891,13.492,13.722,476341,6790041.5,0.0383,0.2801,14.2546,0.1173,5813920000,N/A,5813920000,406000000,0,406000000,34.0556,4.6708,7.3666,-24.2268,
002287.SZ,Цце§ВивЉ,2012-12-31,13.722,13.7795,13.8849,13.5782,13.837,550837,7910441.4,0.115,0.838,14.3608,0.1357,5862640000,N/A,5862640000,406000000,0,406000000,34.341,4.71,7.4283,-24.4298,
002287.SZ,Цце§ВивЉ,2013-01-04,13.837,13.8561,13.952,13.5878,13.6166,646934,9238325.1,-0.2204,-1.5928,14.2802,0.1593,5769260000,N/A,5769260000,406000000,0,406000000,30.3359,4.3666,6.1751,-1019.9805,
002287.SZ,Цце§ВивЉ,2013-01-07,13.6166,13.7028,14.0382,13.6932,13.9424,787503,11423605.8,0.3258,2.3927,14.5061,0.194,5907300000,N/A,5907300000,406000000,0,406000000,31.0617,4.4711,6.3229,-1044.3854,
002287.SZ,Цце§ВивЉ,2013-01-08,13.9424,13.9424,14.6323,13.9424,14.3065,1557089,23294637.6,0.3641,2.6117,14.9604,0.3835,6061580000,N/A,6061580000,406000000,0,406000000,31.8729,4.5878,6.488,-1071.6614,
002287.SZ,Цце§ВивЉ,2013-01-09,14.3065,14.3544,14.4023,14.0669,14.1436,673256,9984743.7,-0.1629,-1.1386,14.8305,0.1658,5992560000,N/A,5992560000,406000000,0,406000000,31.51,4.5356,6.4141,-1059.459,
002287.SZ,Цце§ВивЉ,2013-01-10,14.1436,14.0957,14.3448,14.0861,14.1723,590106,8754762.1,0.0287,0.2033,14.8359,0.1453,6004740000,N/A,6004740000,406000000,0,406000000,31.5741,4.5448,6.4272,-1061.6123,
002287.SZ,Цце§ВивЉ,2013-01-11,14.1723,14.2969,14.3544,13.8082,13.8561,696363,10264259,-0.3162,-2.2312,14.7398,0.1715,5870760000,N/A,5870760000,406000000,0,406000000,30.8696,4.4434,6.2838,-1037.9253,
002287.SZ,Цце§ВивЉ,2013-01-14,13.8561,13.8657,14.3448,13.8561,14.3161,1124729,16690995.8,0.46,3.3195,14.84,0.277,6065640000,N/A,6065640000,406000000,0,406000000,31.8943,4.5909,6.4924,-1072.3793,
002287.SZ,Цце§ВивЉ,2013-01-15,14.3161,14.4694,14.9102,14.4694,14.7185,1384442,21257503.8,0.4025,2.8112,15.3546,0.341,6236160000,N/A,6236160000,406000000,0,406000000,32.7909,4.72,6.6749,-1102.5264,
002287.SZ,Цце§ВивЉ,2013-01-16,14.7185,14.6994,14.9102,14.4407,14.6994,1102763,16948775.2,-0.0192,-0.1302,15.3694,0.2716,6228040000,N/A,6228040000,406000000,0,406000000,32.7482,4.7138,6.6662,-1101.0908,
002287.SZ,Цце§ВивЉ,2013-01-17,14.6994,14.6898,15.0252,14.5748,14.6227,961554,14853596.1,-0.0767,-0.5215,15.4475,0.2368,6195560000,N/A,6195560000,406000000,0,406000000,32.5774,4.6892,6.6314,-1095.3485,
002287.SZ,Цце§ВивЉ,2013-01-18,14.6227,14.6323,14.8239,14.5748,14.7952,806491,12377072.3,0.1725,1.1796,15.3468,0.1986,6268640000,N/A,6268640000,406000000,0,406000000,32.9617,4.7445,6.7096,-1108.2688,
002287.SZ,Цце§ВивЉ,2013-01-21,14.7952,14.8144,14.891,14.6131,14.7569,962300,14795271.5,-0.0383,-0.2591,15.3749,0.237,6252400000,N/A,6252400000,406000000,0,406000000,32.8763,4.7322,6.6923,-1105.3976,
002287.SZ,Цце§ВивЉ,2013-01-22,14.7569,14.7185,14.776,14.4407,14.6131,820437,12525487.6,-0.1437,-0.974,15.2668,0.2021,6191500000,N/A,6191500000,406000000,0,406000000,32.5561,4.6862,6.6271,-1094.6307,
002287.SZ,Цце§ВивЉ,2013-01-23,14.6131,14.6323,14.7473,14.4407,14.6131,717846,10905285.6,0,0,15.1917,0.1768,6191500000,N/A,6191500000,406000000,0,406000000,32.5561,4.6862,6.6271,-1094.6307,
002287.SZ,Цце§ВивЉ,2013-01-24,14.6131,14.594,14.8527,14.1819,14.249,946994,14384988.2,-0.3641,-2.4918,15.1902,0.2332,6037220000,N/A,6037220000,406000000,0,406000000,31.7449,4.5694,6.4619,-1067.3547,
002287.SZ,Цце§ВивЉ,2013-01-25,14.249,14.2586,14.3544,14.0861,14.2394,507723,7526417.5,-0.0096,-0.0672,14.8239,0.1251,6033160000,N/A,6033160000,406000000,0,406000000,31.7235,4.5663,6.4576,-1066.6368,
002287.SZ,Цце§ВивЉ,2013-01-28,14.2394,14.3352,14.5652,14.1436,14.5652,525401,7922016.9,0.3258,2.288,15.078,0.1294,6171200000,N/A,6171200000,406000000,0,406000000,32.4493,4.6708,6.6053,-1091.0417,
002287.SZ,Цце§ВивЉ,2013-01-29,14.5652,14.5844,14.7473,14.5652,14.709,537755,8221856.7,0.1437,0.9868,15.2892,0.1325,6232100000,N/A,6232100000,406000000,0,406000000,32.7696,4.7169,6.6705,-1101.8086,
002287.SZ,Цце§ВивЉ,2013-01-30,14.709,14.709,14.891,14.479,14.7569,749656,11505177.9,0.0479,0.3257,15.3473,0.1846,6252400000,N/A,6252400000,406000000,0,406000000,32.8763,4.7322,6.6923,-1105.3976,
002287.SZ,Цце§ВивЉ,2013-01-31,14.7569,14.661,15.8588,14.5652,15.2839,2583939,41272112.5,0.527,3.5714,15.9726,0.6364,6475700000,N/A,6475700000,406000000,0,406000000,34.0505,4.9013,6.9313,-1144.8761,
