ДњТы,МђГЦ,ШеЦк,ЧАЪеХЬМл(дЊ),ПЊХЬМл(дЊ),зюИпМл(дЊ),зюЕЭМл(дЊ),ЪеХЬМл(дЊ),ГЩНЛСП(ЙЩ),ГЩНЛН№Жю(дЊ),еЧЕј(дЊ),еЧЕјЗљ(%),ОљМл(дЊ),ЛЛЪжТЪ(%),AЙЩСїЭЈЪажЕ(дЊ),BЙЩСїЭЈЪажЕ(дЊ),змЪажЕ(дЊ),AЙЩСїЭЈЙЩБО(ЙЩ),BЙЩСїЭЈЙЩБО(ЙЩ),змЙЩБО(ЙЩ),ЪагЏТЪ,ЪаОЛТЪ,ЪаЯњТЪ,ЪаЯжТЪ,
002287.SZ,Цце§ВивЉ,2013-02-01,15.2839,15.0539,15.2456,14.9485,15.1689,1292552,20364735.4,-0.115,-0.7524,15.7554,0.3184,6426980000,N/A,6426980000,406000000,0,406000000,33.7943,4.8644,6.8791,-1136.2626,
002287.SZ,Цце§ВивЉ,2013-02-04,15.1689,15.1402,15.236,14.7377,14.8527,969375,15139707.7,-0.3162,-2.0846,15.618,0.2388,6293000000,N/A,6293000000,406000000,0,406000000,33.0898,4.763,6.7357,-1112.5754,
002287.SZ,Цце§ВивЉ,2013-02-05,14.8527,14.6802,14.9389,14.6131,14.9389,589483,9108441.6,0.0862,0.5806,15.4516,0.1452,6329540000,N/A,6329540000,406000000,0,406000000,33.2819,4.7906,6.7748,-1119.0356,
002287.SZ,Цце§ВивЉ,2013-02-06,14.9389,14.9389,15.2552,14.7856,15.1881,824259,12977274.7,0.2491,1.6677,15.7442,0.203,6435100000,N/A,6435100000,406000000,0,406000000,33.837,4.8705,6.8878,-1137.6981,
002287.SZ,Цце§ВивЉ,2013-02-07,15.1881,15.1785,15.2168,14.9485,15.0156,534792,8409129.2,-0.1725,-1.1356,15.7241,0.1317,6362020000,N/A,6362020000,406000000,0,406000000,33.4527,4.8152,6.8096,-1124.778,
002287.SZ,Цце§ВивЉ,2013-02-08,15.0156,15.0156,15.4085,14.9868,15.2935,658393,10470661.9,0.2779,1.8507,15.9034,0.1622,6479760000,N/A,6479760000,406000000,0,406000000,34.0718,4.9043,6.9356,-1145.5939,
002287.SZ,Цце§ВивЉ,2013-02-18,15.2935,15.2935,15.6672,15.2935,15.4756,808350,13082192.3,0.1821,1.1905,16.1838,0.1991,6556900000,N/A,6556900000,406000000,0,406000000,34.4774,4.9627,7.0182,-1159.2319,
002287.SZ,Цце§ВивЉ,2013-02-19,15.4756,15.4947,15.5905,14.7377,15.1402,805811,12851585.3,-0.3354,-2.1672,15.9486,0.1985,6414800000,N/A,6414800000,406000000,0,406000000,33.7302,4.8552,6.8661,-1134.1093,
002287.SZ,Цце§ВивЉ,2013-02-20,15.1402,15.1402,15.6193,15.0156,15.6193,1095419,17664505.8,0.4791,3.1646,16.1258,0.2698,6617800000,N/A,6617800000,406000000,0,406000000,34.7977,5.0088,7.0834,-1169.9988,
002287.SZ,Цце§ВивЉ,2013-02-21,15.6193,15.7247,15.9068,15.3414,15.5522,1743858,28493610.1,-0.0671,-0.4294,16.3394,0.4295,6589380000,N/A,6589380000,406000000,0,406000000,34.6482,4.9873,7.0529,-1164.9742,
002287.SZ,Цце§ВивЉ,2013-02-22,15.5522,15.5618,15.7055,15.351,15.4276,693784,11219096.7,-0.1246,-0.801,16.1709,0.1709,6536600000,N/A,6536600000,406000000,0,406000000,34.3707,4.9473,6.9964,-1155.6429,
002287.SZ,Цце§ВивЉ,2013-02-25,15.4276,15.4276,15.8588,15.3318,15.8493,968489,15755587.7,0.4216,2.7329,16.2682,0.2385,6715240000,N/A,6715240000,406000000,0,406000000,35.31,5.0826,7.1877,-1187.2257,
002287.SZ,Цце§ВивЉ,2013-02-26,15.8493,15.8109,16.2421,15.4468,15.5426,1516221,25230128.2,-0.3066,-1.9347,16.6401,0.3735,6585320000,N/A,6585320000,406000000,0,406000000,34.6269,4.9842,7.0486,-1164.2565,
002287.SZ,Цце§ВивЉ,2013-02-27,15.5426,15.5426,15.763,15.1402,15.3126,834043,13401315.1,-0.23,-1.4797,16.0679,0.2054,6487880000,N/A,6487880000,406000000,0,406000000,34.1145,4.9105,6.9443,-1147.0294,
002287.SZ,Цце§ВивЉ,2013-02-28,15.3126,15.2935,15.5235,15.236,15.4947,715712,11501506.3,0.1821,1.189,16.07,0.1763,6565020000,N/A,6565020000,406000000,0,406000000,34.5201,4.9689,7.0269,-1160.6675,
002287.SZ,Цце§ВивЉ,2013-03-01,15.4947,15.4468,15.9163,15.4468,15.9068,1213789,19996160.5,0.412,2.6592,16.4742,0.299,6739600000,N/A,6739600000,406000000,0,406000000,35.4381,5.101,7.2137,-1191.5325,
002287.SZ,Цце§ВивЉ,2013-03-04,15.9068,15.9068,15.9068,15.3797,15.4947,867149,14135627.6,-0.412,-2.5904,16.3013,0.2136,6565020000,N/A,6565020000,406000000,0,406000000,34.5201,4.9689,7.0269,-1160.6675,
002287.SZ,Цце§ВивЉ,2013-03-05,15.4947,15.5139,16.0026,15.4947,15.9738,1064299,17520940.9,0.4791,3.0921,16.4624,0.2621,6768020000,N/A,6768020000,406000000,0,406000000,35.5875,5.1225,7.2441,-1196.557,
002287.SZ,Цце§ВивЉ,2013-03-06,15.9738,16.0888,16.4817,15.993,16.0505,1503071,25421290,0.0767,0.4799,16.9129,0.3702,6800500000,N/A,6800500000,406000000,0,406000000,35.7583,5.1471,7.2789,-1202.2993,
002287.SZ,Цце§ВивЉ,2013-03-07,16.0505,16.0505,17.1525,15.9643,16.8458,3354368,58091222.8,0.7953,4.9552,17.3181,0.8262,7137480000,N/A,7137480000,406000000,0,406000000,37.5302,5.4021,7.6396,-1261.876,
002287.SZ,Цце§ВивЉ,2013-03-08,16.8458,16.9417,17.5358,16.5392,17.2483,3143450,56026950.2,0.4025,2.3891,17.8234,0.7742,7308000000,N/A,7308000000,406000000,0,406000000,38.4269,5.5312,7.8221,-1292.0232,
002287.SZ,Цце§ВивЉ,2013-03-11,17.2483,17.1141,17.5262,16.9608,17.3441,1938897,34874091.3,0.0958,0.5556,17.9866,0.4776,7348600000,N/A,7348600000,406000000,0,406000000,38.6403,5.5619,7.8656,-1299.201,
002287.SZ,Цце§ВивЉ,2013-03-12,17.3441,17.3441,17.4016,16.5488,16.6254,2231100,39724917.9,-0.7187,-4.1436,17.8051,0.5495,7044100000,N/A,7044100000,406000000,0,406000000,37.0392,5.3315,7.5396,-1245.3668,
002287.SZ,Цце§ВивЉ,2013-03-13,16.6254,16.6254,16.6542,16.0505,16.0984,1188188,20113422.7,-0.527,-3.17,16.9278,0.2927,6820800000,N/A,6820800000,406000000,0,406000000,35.8651,5.1624,7.3006,-1205.8883,
002287.SZ,Цце§ВивЉ,2013-03-14,16.0984,16.0313,16.4817,16.0217,16.4817,693552,11799388,0.3833,2.381,17.013,0.1708,6983200000,N/A,6983200000,406000000,0,406000000,36.719,5.2854,7.4745,-1234.5999,
002287.SZ,Цце§ВивЉ,2013-03-15,16.4817,16.4434,17.3633,16.3859,17.1237,1903503,33842507.7,0.642,3.8953,17.7791,0.4688,7255220000,N/A,7255220000,406000000,0,406000000,38.1493,5.4912,7.7656,-1282.6919,
002287.SZ,Цце§ВивЉ,2013-03-18,17.1237,17.737,18.839,17.4591,17.8424,4448637,83734744.8,0.7187,4.197,18.8226,1.0957,7559720000,N/A,7559720000,406000000,0,406000000,39.7504,5.7217,8.0915,-1336.5261,
002287.SZ,Цце§ВивЉ,2013-03-19,17.8424,17.6795,18.0245,17.0662,17.7274,3109101,56817424.3,-0.115,-0.6445,18.2746,0.7658,7511000000,N/A,7511000000,406000000,0,406000000,39.4943,5.6848,8.0394,-1327.9127,
002287.SZ,Цце§ВивЉ,2013-03-20,17.7274,17.5358,18.1011,17.3537,17.7753,2073462,38347907.6,0.0479,0.2703,18.4946,0.5107,7531300000,N/A,7531300000,406000000,0,406000000,39.601,5.7002,8.0611,-1331.5016,
002287.SZ,Цце§ВивЉ,2013-03-21,17.7753,17.7466,18.0149,17.4879,17.8041,1859362,34476488.7,0.0287,0.1617,18.5421,0.458,7543480000,N/A,7543480000,406000000,0,406000000,39.6651,5.7094,8.0742,-1333.655,
002287.SZ,Цце§ВивЉ,2013-03-22,17.8041,17.6795,18.6569,17.3633,18.5802,3924303,74608187.2,0.7762,4.3595,19.0118,0.9666,7872340000,N/A,7872340000,406000000,0,406000000,41.3943,5.9583,8.4262,-1391.796,
002287.SZ,Цце§ВивЉ,2013-03-25,18.5802,18.5515,18.6761,18.1107,18.2832,2514056,48024791.6,-0.2971,-1.5988,19.1025,0.6192,7746480000,N/A,7746480000,406000000,0,406000000,40.7325,5.8631,8.2914,-1369.5446,
002287.SZ,Цце§ВивЉ,2013-03-26,18.2832,18.2544,18.4461,17.8424,18.264,1566449,29567560.3,-0.0192,-0.1048,18.8755,0.3858,7738360000,N/A,7738360000,406000000,0,406000000,40.6898,5.8569,8.2827,-1368.109,
002287.SZ,Цце§ВивЉ,2013-03-27,18.264,18.264,18.6473,17.9957,18.3119,1724647,33007831.8,0.0479,0.2623,19.1389,0.4248,7758660000,N/A,7758660000,406000000,0,406000000,40.7965,5.8723,8.3045,-1371.6979,
002287.SZ,Цце§ВивЉ,2013-03-28,18.3119,18.3119,18.3119,17.4879,17.5262,1620619,30139929.1,-0.7858,-4.2909,18.5978,0.3992,7425740000,N/A,7425740000,406000000,0,406000000,39.046,5.6203,7.9481,-1312.8391,
002287.SZ,Цце§ВивЉ,2013-03-29,17.5262,17.4974,17.9382,17.4399,17.6987,1415012,26177846.5,0.1725,0.9841,18.5001,0.3485,7498820000,N/A,7498820000,406000000,0,406000000,39.4302,5.6756,8.0264,-1325.7593,
002287.SZ,Цце§ВивЉ,2013-04-01,17.6987,17.737,17.9957,17.5453,17.8232,1037149,19240853.1,0.1246,0.7038,18.5517,0.2555,7551600000,N/A,7551600000,406000000,0,406000000,39.7078,5.7156,8.0828,-1335.0906,
002287.SZ,Цце§ВивЉ,2013-04-02,17.8232,17.8424,17.9478,16.1942,16.223,2451157,43211630.5,-1.6003,-8.9785,17.6291,0.6037,6873580000,N/A,6873580000,406000000,0,406000000,36.1426,5.2024,7.3571,-1215.2196,
002287.SZ,Цце§ВивЉ,2013-04-03,16.223,16.4817,16.6733,16.0984,16.3284,1414820,24208471.9,0.1054,0.6497,17.1106,0.3485,6918240000,N/A,6918240000,406000000,0,406000000,36.3774,5.2362,7.4049,-1223.1152,
002287.SZ,Цце§ВивЉ,2013-04-08,16.3284,16.2805,16.6254,15.8301,16.5584,1139055,19495451.9,0.23,1.4085,17.1155,0.2806,7015680000,N/A,7015680000,406000000,0,406000000,36.8898,5.3099,7.5092,-1240.3423,
002287.SZ,Цце§ВивЉ,2013-04-09,16.5584,16.4434,16.6638,16.2709,16.3859,1070536,18411630.5,-0.1725,-1.0417,17.1985,0.2637,6942600000,N/A,6942600000,406000000,0,406000000,36.5055,5.2546,7.431,-1227.422,
002287.SZ,Цце§ВивЉ,2013-04-10,16.3859,16.3571,16.5584,15.6193,15.9834,1077535,18063620,-0.4025,-2.4561,16.7638,0.2654,6772080000,N/A,6772080000,406000000,0,406000000,35.6089,5.1256,7.2485,-1197.2748,
002287.SZ,Цце§ВивЉ,2013-04-11,15.9834,15.8109,16.0984,15.8109,15.9547,565444,9409976.5,-0.0287,-0.1799,16.6417,0.1393,6759900000,N/A,6759900000,406000000,0,406000000,35.5448,5.1164,7.2355,-1195.1215,
002287.SZ,Цце§ВивЉ,2013-04-12,15.9547,15.9163,16.1272,15.8588,15.9068,563201,9404665.1,-0.0479,-0.3003,16.6986,0.1387,6739600000,N/A,6739600000,406000000,0,406000000,35.4381,5.101,7.2137,-1191.5325,
002287.SZ,Цце§ВивЉ,2013-04-15,15.9068,15.7343,15.9068,15.6193,15.6385,429571,7047949.2,-0.2683,-1.6867,16.4069,0.1058,6625920000,N/A,6625920000,406000000,0,406000000,34.8403,5.015,7.092,-1171.4343,
002287.SZ,Цце§ВивЉ,2013-04-16,15.6385,15.4468,16.0888,15.4468,16.0026,576911,9536850.2,0.3641,2.3284,16.5309,0.1421,6780200000,N/A,6780200000,406000000,0,406000000,35.6516,5.1317,7.2572,-1198.7103,
002287.SZ,Цце§ВивЉ,2013-04-17,16.0026,15.9547,16.405,15.9547,16.3859,696275,11787743.5,0.3833,2.3952,16.9297,0.1715,6942600000,N/A,6942600000,406000000,0,406000000,36.5055,5.2546,7.431,-1227.422,
002287.SZ,Цце§ВивЉ,2013-04-18,16.3859,16.3763,16.4721,16.1559,16.3284,642185,10941701.6,-0.0575,-0.3509,17.0382,0.1582,6918240000,N/A,6918240000,406000000,0,406000000,36.3774,5.2362,7.4049,-1223.1152,
002287.SZ,Цце§ВивЉ,2013-04-19,16.3284,16.4721,16.9033,16.3859,16.8267,1379204,24110817.3,0.4983,3.0516,17.4817,0.3397,7129360000,N/A,7129360000,406000000,0,406000000,37.4875,5.396,7.6309,-1260.4404,
002287.SZ,Цце§ВивЉ,2013-04-22,16.8267,16.7692,17.0566,16.7692,16.9033,1016363,17926663.4,0.0767,0.4556,17.6381,0.2503,7161840000,N/A,7161840000,406000000,0,406000000,37.6583,5.4206,7.6657,-1266.1827,
002287.SZ,Цце§ВивЉ,2013-04-23,16.9033,17.0471,17.0471,16.2326,16.2901,1046590,18081433.7,-0.6133,-3.6281,17.2765,0.2578,6902000000,N/A,6902000000,406000000,0,406000000,36.292,5.2239,7.3875,-1220.2441,
002287.SZ,Цце§ВивЉ,2013-04-24,16.2901,16.453,16.7692,15.8109,16.7021,1022562,17648768.6,0.412,2.5294,17.2594,0.2519,7076580000,N/A,7076580000,406000000,0,406000000,37.21,5.356,7.5744,-1251.1091,
002287.SZ,Цце§ВивЉ,2013-04-25,16.7021,16.7404,17.0279,16.405,16.6925,1329139,23336961.1,-0.0096,-0.0574,17.558,0.3274,7072520000,N/A,7072520000,406000000,0,406000000,37.1887,5.353,7.5701,-1250.3914,
002287.SZ,Цце§ВивЉ,2013-04-26,16.6925,16.6733,16.9608,16.0122,16.1846,821500,14125076.7,-0.5079,-3.0425,17.1943,0.2023,6857340000,N/A,6857340000,406000000,0,406000000,36.0572,5.1901,7.3397,-1212.3484,
002287.SZ,Цце§ВивЉ,2013-05-02,16.1846,16.0313,16.7213,15.9068,16.5775,696725,11852215.5,0.3929,2.4275,17.0113,0.1716,7023800000,N/A,7023800000,406000000,0,406000000,36.9325,5.3161,7.5179,-1241.7778,
002287.SZ,Цце§ВивЉ,2013-05-03,16.5775,16.5775,17.5262,16.5775,17.277,1826496,32656728.1,0.6995,4.2197,17.8794,0.4499,7320180000,N/A,7320180000,406000000,0,406000000,38.4909,5.5404,7.8351,-1294.1765,
002287.SZ,Цце§ВивЉ,2013-05-06,17.277,17.5358,17.9957,17.2195,17.6987,2273796,42023722.3,0.4216,2.4404,18.4817,0.56,7498820000,N/A,7498820000,406000000,0,406000000,39.4302,5.6756,8.0264,-1325.7593,
002287.SZ,Цце§ВивЉ,2013-05-07,17.6987,17.6124,17.6699,17.21,17.4783,1595178,28952180.6,-0.2204,-1.2453,18.1498,0.3929,7405440000,N/A,7405440000,406000000,0,406000000,38.9392,5.6049,7.9264,-1309.2501,
002287.SZ,Цце§ВивЉ,2013-05-08,17.4783,17.5645,18.1011,17.5358,17.8999,1869971,34851996.2,0.4216,2.4123,18.6377,0.4606,7584080000,N/A,7584080000,406000000,0,406000000,39.8785,5.7402,8.1176,-1340.8329,
002287.SZ,Цце§ВивЉ,2013-05-09,17.8999,17.7274,17.8999,17.1429,17.6603,1035609,18984174.8,-0.2396,-1.3383,18.3314,0.2551,7482580000,N/A,7482580000,406000000,0,406000000,39.3448,5.6633,8.009,-1322.8882,
002287.SZ,Цце§ВивЉ,2013-05-10,17.6603,17.6795,17.852,17.4783,17.5837,775130,14252019.6,-0.0767,-0.4341,18.3866,0.1909,7450100000,N/A,7450100000,406000000,0,406000000,39.174,5.6387,7.9742,-1317.1459,
002287.SZ,Цце§ВивЉ,2013-05-13,17.5837,17.6316,17.8137,17.3441,17.7562,761583,13991344.5,0.1725,0.9809,18.3714,0.1876,7523180000,N/A,7523180000,406000000,0,406000000,39.5583,5.6941,8.0524,-1330.066,
002287.SZ,Цце§ВивЉ,2013-05-14,17.7562,17.8711,17.9957,17.3058,17.392,779995,14242497,-0.3641,-2.0507,18.2597,0.1921,7368900000,N/A,7368900000,406000000,0,406000000,38.7471,5.5773,7.8873,-1302.79,
002287.SZ,Цце§ВивЉ,2013-05-15,17.392,17.4208,17.5933,17.21,17.4016,821346,14963537.6,0.0096,0.0551,18.2183,0.2023,7372960000,N/A,7372960000,406000000,0,406000000,38.7684,5.5804,7.8916,-1303.5078,
002287.SZ,Цце§ВивЉ,2013-05-16,17.4016,17.507,17.7178,17.3537,17.4974,1158230,21241554.4,0.0958,0.5507,18.3397,0.2853,7413560000,N/A,7413560000,406000000,0,406000000,38.9819,5.6111,7.9351,-1310.6857,
002287.SZ,Цце§ВивЉ,2013-05-17,17.4974,17.5358,17.7753,17.3441,17.6124,1107586,20290895.5,0.115,0.6572,18.3199,0.2728,7462280000,N/A,7462280000,406000000,0,406000000,39.2381,5.648,7.9872,-1319.2992,
002287.SZ,Цце§ВивЉ,2013-05-20,17.6124,17.6316,17.8232,17.21,17.5837,1621461,29485568.3,-0.0287,-0.1632,18.1846,0.3994,7450100000,N/A,7450100000,406000000,0,406000000,39.174,5.6387,7.9742,-1317.1459,
002287.SZ,Цце§ВивЉ,2013-05-21,17.5837,17.3633,17.8711,17.3441,17.8711,1584426,29058462.1,0.2875,1.6349,18.3401,0.3903,7571900000,N/A,7571900000,406000000,0,406000000,39.8145,5.7309,8.1046,-1338.6796,
002287.SZ,Цце§ВивЉ,2013-05-22,17.8711,17.8711,18.2736,17.6795,17.8903,1958726,36847928.8,0.0192,0.1072,18.8122,0.4824,7580020000,N/A,7580020000,406000000,0,406000000,39.8572,5.7371,8.1133,-1340.1151,
002287.SZ,Цце§ВивЉ,2013-05-23,17.8903,17.8232,18.1969,17.7178,17.8807,1222318,22971718.9,-0.0096,-0.0536,18.7936,0.3011,7575960000,N/A,7575960000,406000000,0,406000000,39.8358,5.734,8.1089,-1339.3973,
002287.SZ,Цце§ВивЉ,2013-05-24,17.8807,17.8807,18.4461,17.8424,18.3982,1597354,30332219.2,0.5174,2.8939,18.989,0.3934,7795200000,N/A,7795200000,406000000,0,406000000,40.9886,5.8999,8.3436,-1378.1581,
002287.SZ,Цце§ВивЉ,2013-05-27,18.3982,18.4557,18.5515,18.2353,18.4653,1399558,26819574.7,0.0671,0.3646,19.1629,0.3447,7823620000,N/A,7823620000,406000000,0,406000000,41.1381,5.9215,8.374,-1383.1826,
002287.SZ,Цце§ВивЉ,2013-05-28,18.4653,18.4653,18.4653,17.8232,18.0436,1255367,23755842.4,-0.4216,-2.2833,18.9234,0.3092,7644980000,N/A,7644980000,406000000,0,406000000,40.1988,5.7862,8.1828,-1351.5997,
002287.SZ,Цце§ВивЉ,2013-05-29,18.0436,18.0628,18.4461,17.9766,18.3598,862995,16414154.4,0.3162,1.7525,19.02,0.2126,7778960000,N/A,7778960000,406000000,0,406000000,40.9033,5.8877,8.3262,-1375.2869,
002287.SZ,Цце§ВивЉ,2013-05-30,18.3598,18.3598,18.5898,18.1107,18.5802,1200488,23082272.4,0.2204,1.2004,19.2274,0.2957,7872340000,N/A,7872340000,406000000,0,406000000,41.3943,5.9583,8.4262,-1391.796,
002287.SZ,Цце§ВивЉ,2013-05-31,18.5802,18.6192,19.3593,18.5218,18.9308,2690945,52576525.2,0.3506,1.8868,19.5383,0.6628,7892640000,N/A,7892640000,406000000,0,406000000,41.501,5.9737,8.4479,-1395.385,
002287.SZ,Цце§ВивЉ,2013-06-03,18.9308,18.9405,20.1383,18.7555,19.817,3329011,67387670.4,0.8862,4.6811,20.2425,0.82,8262100000,N/A,8262100000,406000000,0,406000000,43.4437,6.2533,8.8433,-1460.704,
002287.SZ,Цце§ВивЉ,2013-06-04,19.817,19.6709,19.963,18.9892,19.3593,2381529,47457313.9,-0.4577,-2.3096,19.9272,0.5866,8071280000,N/A,8071280000,406000000,0,406000000,42.4403,6.1089,8.6391,-1426.9678,
002287.SZ,Цце§ВивЉ,2013-06-05,19.3593,19.2911,19.3106,18.6874,19.0964,1478116,28691476.9,-0.2629,-1.3581,19.4108,0.3641,7961660000,N/A,7961660000,406000000,0,406000000,41.8639,6.0259,8.5218,-1407.5874,
002287.SZ,Цце§ВивЉ,2013-06-06,19.0964,19.0379,19.3009,18.405,18.551,1292042,24937406.2,-0.5453,-2.8557,19.3008,0.3182,7734300000,N/A,7734300000,406000000,0,406000000,40.6684,5.8538,8.2784,-1367.3912,
002287.SZ,Цце§ВивЉ,2013-06-07,18.551,18.6776,18.7653,17.7233,17.8986,1259746,23499215.8,-0.6525,-3.5171,18.6539,0.3103,7462280000,N/A,7462280000,406000000,0,406000000,39.2381,5.648,7.9872,-1319.2992,
002287.SZ,Цце§ВивЉ,2013-06-13,17.8986,17.772,17.772,16.6326,17.0027,1038929,18209632.8,-0.8959,-5.0054,17.5273,0.2559,7088760000,N/A,7088760000,406000000,0,406000000,37.274,5.3653,7.5874,-1253.2625,
002287.SZ,Цце§ВивЉ,2013-06-14,17.0027,17.0611,17.3825,16.8663,17.2948,1058514,18676472.9,0.2921,1.7182,17.644,0.2607,7210560000,N/A,7210560000,406000000,0,406000000,37.9145,5.4574,7.7178,-1274.7961,
002287.SZ,Цце§ВивЉ,2013-06-17,17.2948,17.4214,17.7233,17.1001,17.3825,850778,15258310.8,0.0876,0.5068,17.9345,0.2096,7247100000,N/A,7247100000,406000000,0,406000000,38.1066,5.4851,7.7569,-1281.2563,
002287.SZ,Цце§ВивЉ,2013-06-18,17.3825,17.3532,17.587,17.3532,17.4214,682851,12240703.9,0.039,0.2241,17.9259,0.1682,7263340000,N/A,7263340000,406000000,0,406000000,38.192,5.4974,7.7743,-1284.1274,
002287.SZ,Цце§ВивЉ,2013-06-19,17.4214,17.3143,17.3825,16.8274,17.1585,786737,13758477.2,-0.2629,-1.5092,17.488,0.1938,7153720000,N/A,7153720000,406000000,0,406000000,37.6156,5.4144,7.657,-1264.7471,
002287.SZ,Цце§ВивЉ,2013-06-20,17.1585,17.1585,17.4798,16.8566,17.0514,961768,17028981.8,-0.1071,-0.6243,17.7059,0.2369,7109060000,N/A,7109060000,406000000,0,406000000,37.3808,5.3806,7.6092,-1256.8514,
002287.SZ,Цце§ВивЉ,2013-06-21,17.0514,17.0221,17.5091,16.6521,17.2753,805035,14210832.1,0.224,1.3135,17.6524,0.1983,7202440000,N/A,7202440000,406000000,0,406000000,37.8718,5.4513,7.7091,-1273.3606,
002287.SZ,Цце§ВивЉ,2013-06-24,17.2753,17.324,17.324,15.7075,15.8925,1028460,17325742.6,-1.3828,-8.0045,16.8463,0.2533,6625920000,N/A,6625920000,406000000,0,406000000,34.8403,5.015,7.092,-1171.4343,
002287.SZ,Цце§ВивЉ,2013-06-25,15.8925,15.727,16.5158,14.8992,16.3307,1244451,20527083.5,0.4382,2.7574,16.4949,0.3065,6808620000,N/A,6808620000,406000000,0,406000000,35.801,5.1532,7.2876,-1203.7349,
002287.SZ,Цце§ВивЉ,2013-06-26,16.3307,16.4086,16.6326,16.1165,16.5937,987173,16646490.2,0.2629,1.61,16.8628,0.2431,6918240000,N/A,6918240000,406000000,0,406000000,36.3774,5.2362,7.4049,-1223.1152,
002287.SZ,Цце§ВивЉ,2013-06-27,16.5937,16.6618,17.2364,16.4379,16.545,1095653,18872240,-0.0487,-0.2934,17.2247,0.2699,6897940000,N/A,6897940000,406000000,0,406000000,36.2707,5.2208,7.3832,-1219.5262,
002287.SZ,Цце§ВивЉ,2013-06-28,16.545,16.1262,16.6813,16.1262,16.36,688991,11635807.5,-0.185,-1.1183,16.8882,0.1697,6820800000,N/A,6820800000,406000000,0,406000000,35.8651,5.1624,7.3006,-1205.8883,
002287.SZ,Цце§ВивЉ,2013-07-01,16.36,16.36,17.0027,16.0678,16.9832,761678,13105839.2,0.6232,3.8095,17.2065,0.1876,7080640000,N/A,7080640000,406000000,0,406000000,37.2314,5.3591,7.5788,-1251.8269,
002287.SZ,Цце§ВивЉ,2013-07-02,16.9832,16.9929,18.6776,16.8274,18.3563,2741462,50604070.9,1.3731,8.0849,18.4588,0.6752,7653100000,N/A,7653100000,406000000,0,406000000,40.2415,5.7924,8.1915,-1353.0354,
002287.SZ,Цце§ВивЉ,2013-07-03,18.3563,17.9765,18.3563,17.8304,18.142,1946516,36134554.5,-0.2142,-1.1671,18.5637,0.4794,7563780000,N/A,7563780000,406000000,0,406000000,39.7718,5.7248,8.0959,-1337.244,
002287.SZ,Цце§ВивЉ,2013-07-04,18.142,17.9862,18.4829,17.8207,18.0154,1418207,26567948,-0.1266,-0.6978,18.7335,0.3493,7511000000,N/A,7511000000,406000000,0,406000000,39.4943,5.6848,8.0394,-1327.9127,
002287.SZ,Цце§ВивЉ,2013-07-05,18.0154,18.0057,18.3855,17.9181,18.0641,1146760,21340870.8,0.0487,0.2703,18.6097,0.2825,7531300000,N/A,7531300000,406000000,0,406000000,39.601,5.7002,8.0611,-1331.5016,
002287.SZ,Цце§ВивЉ,2013-07-08,18.0641,17.9181,17.9181,17.1877,17.2364,1108663,19865089.3,-0.8277,-4.5822,17.9181,0.2731,7186200000,N/A,7186200000,406000000,0,406000000,37.7864,5.439,7.6917,-1270.4894,
002287.SZ,Цце§ВивЉ,2013-07-09,17.2364,17.1974,17.4993,17.0221,17.2559,600200,10629577.3,0.0195,0.113,17.7101,0.1478,7194320000,N/A,7194320000,406000000,0,406000000,37.8291,5.4452,7.7004,-1271.925,
002287.SZ,Цце§ВивЉ,2013-07-10,17.2559,17.2559,18.0154,17.2559,17.9181,1225197,22310432.5,0.6622,3.8375,18.2097,0.3018,7470400000,N/A,7470400000,406000000,0,406000000,39.2808,5.6541,7.9959,-1320.7347,
002287.SZ,Цце§ВивЉ,2013-07-11,17.9181,17.9181,18.4244,17.9181,18.2199,1370395,25676706.5,0.3019,1.6848,18.7367,0.3375,7596260000,N/A,7596260000,406000000,0,406000000,39.9426,5.7494,8.1306,-1342.9863,
002287.SZ,Цце§ВивЉ,2013-07-12,18.2199,18.2297,18.551,18.1128,18.2297,1154619,21759714.1,0.0097,0.0534,18.8458,0.2844,7600320000,N/A,7600320000,406000000,0,406000000,39.9639,5.7524,8.135,-1343.7041,
002287.SZ,Цце§ВивЉ,2013-07-15,18.2297,18.2297,18.7945,18.1128,18.6484,1185593,22585151.7,0.4187,2.297,19.0497,0.292,7774900000,N/A,7774900000,406000000,0,406000000,40.8819,5.8846,8.3219,-1374.5691,
002287.SZ,Цце§ВивЉ,2013-07-16,18.6484,18.6679,18.8529,18.4829,18.6289,1078393,20652172.5,-0.0195,-0.1044,19.1509,0.2656,7766780000,N/A,7766780000,406000000,0,406000000,40.8392,5.8784,8.3132,-1373.1335,
002287.SZ,Цце§ВивЉ,2013-07-17,18.6289,18.551,18.6874,18.0154,18.0349,943558,17766224.5,-0.594,-3.1887,18.829,0.2324,7519120000,N/A,7519120000,406000000,0,406000000,39.537,5.691,8.0481,-1329.3483,
002287.SZ,Цце§ВивЉ,2013-07-18,18.0349,17.9765,18.2589,17.9181,18.0739,678981,12626482.8,0.039,0.216,18.5962,0.1672,7535360000,N/A,7535360000,406000000,0,406000000,39.6224,5.7033,8.0655,-1332.2195,
002287.SZ,Цце§ВивЉ,2013-07-19,18.0739,18.0739,18.2978,17.5383,17.5577,1033681,19073086,-0.5161,-2.8556,18.4516,0.2546,7320180000,N/A,7320180000,406000000,0,406000000,38.4909,5.5404,7.8351,-1294.1765,
