測鎢,潠備,�梪�,ヶ彶攫歎(啋),羲攫歎(啋),郔詢歎(啋),郔腴歎(啋),彶攫歎(啋),傖蝠講(嘖),傖蝠踢塗(啋),梀視(啋),梀視盟(%),歙歎(啋),遙忒薹(%),A嘖霜籵庈硉(啋),B嘖霜籵庈硉(啋),軞庈硉(啋),A嘖霜籵嘖掛(嘖),B嘖霜籵嘖掛(嘖),軞嘖掛(嘖),庈荅薹,庈噱薹,庈种薹,庈珋薹,
002247.SZ,著韓陔第,2008-07-10,2.5587,2.5383,2.5665,2.5085,2.5085,972452,15739317.3,-0.0502,-1.9608,16.1852,7.2355,215040000,N/A,1068800000,13440000,0,66800000,27.4669,9.0232,5.4142,-148.0985,
002247.SZ,著韓陔第,2008-07-11,2.5085,2.4772,2.5038,2.4239,2.4505,773572,12105143.3,-0.058,-2.3125,15.6484,5.7557,210067200,N/A,1044084000,13440000,0,66800000,26.8318,8.8145,5.289,-144.6738,
002247.SZ,著韓陔第,2008-07-14,2.4505,2.4348,2.5085,2.4348,2.5023,492672,7774319.5,0.0517,2.1113,15.7799,3.6657,214502400,N/A,1066128000,13440000,0,66800000,27.3983,9.0006,5.4007,-147.7283,
002247.SZ,著韓陔第,2008-07-15,2.5023,2.5023,2.507,2.3862,2.3894,814795,12711570.4,-0.1129,-4.5113,15.6009,6.0625,204825600,N/A,1018032000,13440000,0,66800000,26.1623,8.5946,5.157,-141.0639,
002247.SZ,著韓陔第,2008-07-16,2.3894,2.3894,2.3957,2.2734,2.3047,655117,9749386.1,-0.0847,-3.5433,14.8819,4.8744,197568000,N/A,981960000,13440000,0,66800000,25.2353,8.2901,4.9743,-136.0655,
002247.SZ,著韓陔第,2008-07-17,2.3047,2.3345,2.3894,2.3204,2.3298,439765,6601911.6,0.0251,1.0884,15.0124,3.2721,199718400,N/A,992648000,13440000,0,66800000,25.5099,8.3803,5.0284,-137.5465,
002247.SZ,著韓陔第,2008-07-18,2.3298,2.38,2.3909,2.2734,2.3674,602498,8967598.5,0.0376,1.6151,14.884,4.4829,202944000,N/A,1008680000,13440000,0,66800000,25.9219,8.5156,5.1097,-139.768,
002247.SZ,著韓陔第,2008-07-21,2.3674,2.38,2.4443,2.3549,2.438,625139,9635349.2,0.0706,2.9801,15.4131,4.6513,208992000,N/A,1038740000,13440000,0,66800000,26.6944,8.7694,5.2619,-143.9333,
002247.SZ,著韓陔第,2008-07-22,2.438,2.438,2.4615,2.416,2.4474,581919,9071123.6,0.0094,0.3859,15.5883,4.3298,209798400,N/A,1042748000,13440000,0,66800000,26.7974,8.8033,5.2822,-144.4886,
002247.SZ,著韓陔第,2008-07-23,2.4474,2.438,2.4709,2.427,2.4317,738082,11516760.2,-0.0157,-0.6406,15.6036,5.4917,208454400,N/A,1036068000,13440000,0,66800000,26.6258,8.7469,5.2484,-143.563,
002247.SZ,著韓陔第,2008-07-24,2.4317,2.4458,2.4897,2.4301,2.4787,744969,11722960.8,0.047,1.9342,15.7362,5.5429,212486400,N/A,1056108000,13440000,0,66800000,27.1408,8.916,5.3499,-146.3399,
002247.SZ,著韓陔第,2008-07-25,2.4787,2.4678,2.5148,2.4443,2.5054,845029,13368207.1,0.0267,1.0753,15.8198,6.2874,214771200,N/A,1067464000,13440000,0,66800000,27.4326,9.0119,5.4074,-147.9134,
002247.SZ,著韓陔第,2008-07-28,2.5054,2.5242,2.5446,2.4866,2.507,708260,11313856.7,0.0016,0.0626,15.9742,5.2698,214905600,N/A,1068132000,13440000,0,66800000,27.4498,9.0176,5.4108,-148.006,
002247.SZ,著韓陔第,2008-07-29,2.507,2.4631,2.5038,2.4537,2.4834,639590,10102173.6,-0.0235,-0.9381,15.7948,4.7589,212889600,N/A,1058112000,13440000,0,66800000,27.1923,8.933,5.3601,-146.6176,
002247.SZ,著韓陔第,2008-07-30,2.4834,2.5054,2.5807,2.5038,2.5493,1474273,23971421.8,0.0658,2.6515,16.2598,10.9693,218534400,N/A,1086168000,13440000,0,66800000,27.9133,9.1698,5.5022,-150.5051,
002247.SZ,著韓陔第,2008-07-31,2.5493,2.5493,2.5493,2.5493,2.5493,N/A,N/A,0,0,N/A,N/A,218534400,N/A,1086168000,13440000,0,66800000,27.9133,9.1698,5.5022,-150.5051,
002247.SZ,著韓陔第,2008-08-01,2.5493,2.4615,2.5054,2.3831,2.4913,768203,12013702.5,-0.058,-2.2755,15.6387,5.7158,213561600,N/A,1061452000,13440000,0,66800000,27.2781,8.9612,5.377,-147.0804,
002247.SZ,著韓陔第,2008-08-04,2.4913,2.4537,2.5038,2.4301,2.4301,352789,5547389.2,-0.0611,-2.4544,15.7244,2.6249,208320000,N/A,1035400000,13440000,0,66800000,26.6086,8.7412,5.245,-143.4705,
002247.SZ,著韓陔第,2008-08-05,2.4301,2.4286,2.4584,2.3831,2.3878,330887,5093428.4,-0.0423,-1.7419,15.3933,2.462,204691200,N/A,1017364000,13440000,0,66800000,26.1451,8.589,5.1536,-140.9713,
002247.SZ,著韓陔第,2008-08-06,2.3878,2.4113,2.427,2.3533,2.3768,292350,4450412.6,-0.011,-0.4596,15.2229,2.1752,203750400,N/A,1012688000,13440000,0,66800000,26.0249,8.5495,5.13,-140.3234,
002247.SZ,著韓陔第,2008-08-07,2.3768,2.3706,2.4145,2.3518,2.4129,244649,3726558.8,0.0361,1.5172,15.2323,1.8203,206841600,N/A,1028052000,13440000,0,66800000,26.4198,8.6792,5.2078,-142.4523,
002247.SZ,著韓陔第,2008-08-08,2.4129,2.4145,2.4286,2.242,2.2498,468476,6965915.4,-0.1631,-6.7576,14.8693,3.4857,192864000,N/A,958580000,13440000,0,66800000,24.6344,8.0927,4.8559,-132.8259,
002247.SZ,著韓陔第,2008-08-11,2.2498,2.242,2.2702,2.0256,2.0272,555246,7510544.9,-0.2226,-9.8955,13.5265,4.1313,173779200,N/A,863724000,13440000,0,66800000,22.1967,7.2919,4.3754,-119.6821,
002247.SZ,著韓陔第,2008-08-12,2.0272,2.0068,2.046,1.9629,2.0225,337172,4303534.6,-0.0047,-0.232,12.7636,2.5087,173376000,N/A,861720000,13440000,0,66800000,22.1452,7.275,4.3652,-119.4044,
002247.SZ,著韓陔第,2008-08-13,2.0225,2.0241,2.0539,1.9331,2.0225,282150,3567669.4,0,0,12.6446,2.0993,173376000,N/A,861720000,13440000,0,66800000,22.1452,7.275,4.3652,-119.4044,
002247.SZ,著韓陔第,2008-08-14,2.0225,1.9645,2.0382,1.9645,2.0194,157350,2025482,-0.0031,-0.155,12.8725,1.1708,173107200,N/A,860384000,13440000,0,66800000,22.1109,7.2637,4.3584,-119.2193,
002247.SZ,著韓陔第,2008-08-15,2.0194,2.0366,2.0554,1.9802,2.0319,190440,2456570.2,0.0125,0.6211,12.8994,1.417,174182400,N/A,865728000,13440000,0,66800000,22.2482,7.3088,4.3855,-119.9598,
002247.SZ,著韓陔第,2008-08-18,2.0319,2.0382,2.0382,1.8736,1.8767,354861,4388009.3,-0.1552,-7.6389,12.3654,2.6403,160876800,N/A,799596000,13440000,0,66800000,20.5487,6.7505,4.0505,-110.7962,
002247.SZ,著韓陔第,2008-08-19,1.8767,1.8783,1.9284,1.8767,1.9237,219542,2665477.4,0.047,2.5063,12.1411,1.6335,164908800,N/A,819636000,13440000,0,66800000,21.0637,6.9197,4.152,-113.5731,
002247.SZ,著韓陔第,2008-08-20,1.9237,1.8845,2.068,1.8751,2.0601,608100,7818192.2,0.1364,7.0905,12.8568,4.5246,176601600,N/A,877752000,13440000,0,66800000,22.5572,7.4103,4.4464,-121.6259,
002247.SZ,著韓陔第,2008-08-21,2.0601,2.0209,2.0507,1.9284,1.9441,368975,4707162.7,-0.116,-5.6317,12.7574,2.7453,166656000,N/A,828320000,13440000,0,66800000,21.2869,6.993,4.196,-114.7764,
002247.SZ,著韓陔第,2008-08-22,1.9441,1.9143,1.9425,1.883,1.9143,239750,2918868.4,-0.0298,-1.5323,12.1746,1.7839,164102400,N/A,815628000,13440000,0,66800000,20.9607,6.8858,4.1317,-113.0177,
002247.SZ,著韓陔第,2008-08-25,1.9143,1.9159,1.9488,1.8971,1.9222,223335,2752968.8,0.0078,0.4095,12.3266,1.6617,164774400,N/A,818968000,13440000,0,66800000,21.0465,6.914,4.1486,-113.4805,
002247.SZ,著韓陔第,2008-08-26,1.9222,1.9143,1.9143,1.7764,1.8171,318984,3736566.7,-0.105,-5.4649,11.714,2.3734,155769600,N/A,774212000,13440000,0,66800000,19.8964,6.5362,3.9219,-107.2789,
002247.SZ,著韓陔第,2008-08-27,1.8171,1.8046,1.8344,1.756,1.7873,209764,2399755.7,-0.0298,-1.6393,11.4403,1.5607,153216000,N/A,761520000,13440000,0,66800000,19.5702,6.429,3.8576,-105.5202,
002247.SZ,著韓陔第,2008-08-28,1.7873,1.7873,1.814,1.7654,1.7811,114593,1305596,-0.0063,-0.3509,11.3933,0.8526,152678400,N/A,758848000,13440000,0,66800000,19.5015,6.4065,3.8441,-105.15,
002247.SZ,著韓陔第,2008-08-29,1.7811,1.7842,1.8453,1.7842,1.8344,289860,3367360.1,0.0533,2.993,11.6172,2.1567,157248000,N/A,781560000,13440000,0,66800000,20.0852,6.5982,3.9591,-108.2971,
002247.SZ,著韓陔第,2008-09-01,1.8344,1.8187,1.8297,1.7764,1.7952,187235,2149280.6,-0.0392,-2.1368,11.4791,1.3931,153888000,N/A,764860000,13440000,0,66800000,19.656,6.4572,3.8745,-105.983,
002247.SZ,著韓陔第,2008-09-02,1.7952,1.7889,1.8014,1.7591,1.7889,104372,1186451.4,-0.0063,-0.3493,11.3675,0.7766,153350400,N/A,762188000,13440000,0,66800000,19.5874,6.4347,3.861,-105.6128,
002247.SZ,著韓陔第,2008-09-03,1.7889,1.7811,1.8124,1.7701,1.792,211376,2408490.4,0.0031,0.1753,11.3943,1.5727,153619200,N/A,763524000,13440000,0,66800000,19.6217,6.4459,3.8678,-105.7979,
002247.SZ,著韓陔第,2008-09-04,1.792,1.7873,1.8438,1.7842,1.825,172089,1995327.6,0.0329,1.8373,11.5947,1.2804,156441600,N/A,777552000,13440000,0,66800000,19.9822,6.5644,3.9388,-107.7417,
002247.SZ,著韓陔第,2008-09-05,1.825,1.7873,1.8093,1.7575,1.7669,206100,2340858.8,-0.058,-3.1787,11.3579,1.5335,151468800,N/A,752836000,13440000,0,66800000,19.347,6.3557,3.8136,-104.3169,
002247.SZ,著韓陔第,2008-09-08,1.7669,1.7591,1.7858,1.6196,1.629,385633,4132651.5,-0.138,-7.8083,10.7165,2.8693,139641600,N/A,694052000,13440000,0,66800000,17.8363,5.8594,3.5158,-96.1715,
002247.SZ,著韓陔第,2008-09-09,1.629,1.6164,1.6384,1.6039,1.6164,137218,1419671.1,-0.0125,-0.77,10.3461,1.021,138566400,N/A,688708000,13440000,0,66800000,17.699,5.8143,3.4888,-95.431,
002247.SZ,著韓陔第,2008-09-10,1.6164,1.6023,1.6541,1.5835,1.6133,210927,2179274.9,-0.0031,-0.194,10.3319,1.5694,138297600,N/A,687372000,13440000,0,66800000,17.6647,5.803,3.482,-95.2459,
002247.SZ,著韓陔第,2008-09-11,1.6133,1.6039,1.6305,1.6008,1.6086,307496,3164565.3,-0.0047,-0.2915,10.2914,2.2879,137894400,N/A,685368000,13440000,0,66800000,17.6132,5.7861,3.4719,-94.9682,
002247.SZ,著韓陔第,2008-09-12,1.6086,1.5208,1.5992,1.5051,1.5506,2512019,24629713.3,-0.058,-3.6062,9.8047,14.9525,166152000,N/A,660652000,16800000,0,66800000,16.978,5.5775,3.3467,-91.5434,
002247.SZ,著韓陔第,2008-09-16,1.5506,1.5365,1.5631,1.4816,1.5412,1255327,12256088,-0.0094,-0.6067,9.7633,7.4722,165144000,N/A,656644000,16800000,0,66800000,16.875,5.5436,3.3264,-90.988,
002247.SZ,著韓陔第,2008-09-17,1.5412,1.5333,1.5443,1.4973,1.5051,537481,5222965.4,-0.0361,-2.3398,9.7175,3.1993,161280000,N/A,641280000,16800000,0,66800000,16.4802,5.4139,3.2485,-88.8591,
002247.SZ,著韓陔第,2008-09-18,1.5051,1.4738,1.5114,1.3938,1.4644,818578,7563175.7,-0.0408,-2.7083,9.2394,4.8725,156912000,N/A,623912000,16800000,0,66800000,16.0338,5.2673,3.1605,-86.4525,
002247.SZ,著韓陔第,2008-09-19,1.4644,1.5757,1.6102,1.5678,1.6102,1711053,17474406.9,0.1458,9.9572,10.2127,10.1848,172536000,N/A,686036000,16800000,0,66800000,17.6303,5.7918,3.4752,-95.0607,
002247.SZ,著韓陔第,2008-09-22,1.6102,1.7231,1.7544,1.6117,1.6494,2046852,21900214,0.0392,2.4343,10.6995,12.1836,176736000,N/A,702736000,16800000,0,66800000,18.0595,5.9328,3.5598,-97.3748,
002247.SZ,著韓陔第,2008-09-23,1.6494,1.5835,1.607,1.5051,1.5083,1034289,10288463.5,-0.1411,-8.5551,9.9474,6.1565,161616000,N/A,642616000,16800000,0,66800000,16.5145,5.4252,3.2553,-89.0442,
002247.SZ,著韓陔第,2008-09-24,1.5083,1.4863,1.5365,1.4675,1.5333,368178,3534824.3,0.0251,1.6632,9.6009,2.1915,164304000,N/A,653304000,16800000,0,66800000,16.7892,5.5154,3.3094,-90.5252,
002247.SZ,著韓陔第,2008-09-25,1.5333,1.5224,1.5929,1.5224,1.5835,717579,7168094.3,0.0502,3.272,9.9893,4.2713,169680000,N/A,674680000,16800000,0,66800000,17.3385,5.6959,3.4177,-93.4872,
002247.SZ,著韓陔第,2008-09-26,1.5835,1.5882,1.6305,1.5506,1.5741,486734,4914528.5,-0.0094,-0.5941,10.0969,2.8972,168672000,N/A,670672000,16800000,0,66800000,17.2355,5.6621,3.3974,-92.9318,
002247.SZ,著韓陔第,2008-10-06,1.5741,1.5349,1.5349,1.4816,1.4816,386195,3702646.5,-0.0925,-5.8765,9.5875,2.2988,158760000,N/A,631260000,16800000,0,66800000,16.2227,5.3293,3.1978,-87.4707,
002247.SZ,著韓陔第,2008-10-07,1.4816,1.4581,1.4988,1.4424,1.4753,262611,2467015.1,-0.0063,-0.4233,9.3942,1.5632,158088000,N/A,628588000,16800000,0,66800000,16.154,5.3068,3.1842,-87.1004,
002247.SZ,著韓陔第,2008-10-08,1.4753,1.4597,1.4863,1.4346,1.4424,275226,2553954.4,-0.0329,-2.2317,9.2795,1.6383,154560000,N/A,614560000,16800000,0,66800000,15.7935,5.1883,3.1132,-85.1567,
002247.SZ,著韓陔第,2008-10-09,1.4424,1.4612,1.4894,1.4299,1.4424,237628,2198916.2,0,0,9.2536,1.4145,154560000,N/A,614560000,16800000,0,66800000,15.7935,5.1883,3.1132,-85.1567,
002247.SZ,著韓陔第,2008-10-10,1.4424,1.3969,1.3985,1.3185,1.3217,388977,3358666.2,-0.1207,-8.3696,8.6346,2.3153,141624000,N/A,563124000,16800000,0,66800000,14.4716,4.7541,2.8526,-78.0294,
002247.SZ,著韓陔第,2008-10-13,1.3217,1.3248,1.3405,1.2323,1.317,362645,2967367.2,-0.0047,-0.3559,8.1826,2.1586,141120000,N/A,561120000,16800000,0,66800000,14.4201,4.7372,2.8425,-77.7517,
002247.SZ,著韓陔第,2008-10-14,1.317,1.353,1.3766,1.2464,1.2543,352157,2989455.3,-0.0627,-4.7619,8.489,2.0962,134400000,N/A,534400000,16800000,0,66800000,13.7335,4.5116,2.7071,-74.0493,
002247.SZ,著韓陔第,2008-10-15,1.2543,1.2605,1.2856,1.2402,1.2558,279135,2232361.6,0.0016,0.125,7.9974,1.6615,134568000,N/A,535068000,16800000,0,66800000,13.7506,4.5172,2.7105,-74.1418,
002247.SZ,著韓陔第,2008-10-16,1.2558,1.2229,1.2229,1.1618,1.1649,490692,3735945,-0.0909,-7.2409,7.6136,2.9208,124824000,N/A,496324000,16800000,0,66800000,12.755,4.1901,2.5142,-68.7733,
002247.SZ,著韓陔第,2008-10-17,1.1649,1.1743,1.201,1.1743,1.1994,330567,2509698.5,0.0345,2.961,7.5921,1.9677,128520000,N/A,511020000,16800000,0,66800000,13.1326,4.3142,2.5887,-70.8096,
002247.SZ,著韓陔第,2008-10-20,1.1994,1.1806,1.2527,1.1806,1.2308,289767,2269360.3,0.0314,2.6144,7.8317,1.7248,131880000,N/A,524380000,16800000,0,66800000,13.476,4.427,2.6563,-72.6608,
002247.SZ,著韓陔第,2008-10-21,1.2308,1.2511,1.2809,1.2308,1.2417,499421,4009473.7,0.011,0.8917,8.0282,2.9727,133056000,N/A,529056000,16800000,0,66800000,13.5961,4.4665,2.68,-73.3088,
002247.SZ,著韓陔第,2008-10-22,1.2417,1.2355,1.2449,1.2151,1.2229,221556,1734390.5,-0.0188,-1.5152,7.8282,1.3188,131040000,N/A,521040000,16800000,0,66800000,13.3901,4.3988,2.6394,-72.198,
002247.SZ,著韓陔第,2008-10-23,1.2229,1.1931,1.2386,1.1916,1.2355,252882,1961877.2,0.0125,1.0256,7.7581,1.5053,132384000,N/A,526384000,16800000,0,66800000,13.5275,4.4439,2.6665,-72.9385,
002247.SZ,著韓陔第,2008-10-24,1.2355,1.2543,1.2668,1.2182,1.2292,287539,2279856.3,-0.0063,-0.5076,7.9289,1.7115,131712000,N/A,523712000,16800000,0,66800000,13.4588,4.4214,2.653,-72.5683,
002247.SZ,著韓陔第,2008-10-27,1.2292,1.2072,1.2229,1.1461,1.1602,366555,2763544.2,-0.069,-5.6122,7.5392,2.1819,124320000,N/A,494320000,16800000,0,66800000,12.7035,4.1732,2.5041,-68.4956,
002247.SZ,著韓陔第,2008-10-28,1.1602,1.1445,1.2072,1.1304,1.1916,253074,1896847.2,0.0314,2.7027,7.4952,1.5064,127680000,N/A,507680000,16800000,0,66800000,13.0468,4.286,2.5717,-70.3468,
002247.SZ,著韓陔第,2008-10-29,1.1916,1.1994,1.237,1.1774,1.1774,424111,3277777.7,-0.0141,-1.1842,7.7286,2.5245,126168000,N/A,501668000,16800000,0,66800000,12.8923,4.2353,2.5413,-69.5137,
002247.SZ,著韓陔第,2008-10-30,1.1774,1.1633,1.1649,1.0975,1.1398,903272,6511237.2,-0.0376,-3.1957,7.2085,5.3766,122136000,N/A,485636000,16800000,0,66800000,12.4803,4.0999,2.4601,-67.2923,
002247.SZ,著韓陔第,2008-10-31,1.1398,1.1335,1.1398,1.0896,1.0959,439541,3115265.8,-0.0439,-3.8514,7.0875,2.6163,117432000,N/A,466932000,16800000,0,66800000,11.9996,3.942,2.3653,-64.7005,
002247.SZ,著韓陔第,2008-11-03,1.0959,1.1069,1.1179,1.0912,1.1006,231308,1633506.9,0.0047,0.4292,7.062,1.3768,117936000,N/A,468936000,16800000,0,66800000,12.0511,3.9589,2.3755,-64.9782,
002247.SZ,著韓陔第,2008-11-04,1.1006,1.1053,1.1179,1.0818,1.0975,260314,1825527.9,-0.0031,-0.2849,7.0128,1.5495,117600000,N/A,467600000,16800000,0,66800000,12.0168,3.9476,2.3687,-64.7931,
002247.SZ,著韓陔第,2008-11-05,1.0975,1.0661,1.143,1.0661,1.1351,435661,3135500.9,0.0376,3.4286,7.1971,2.5932,121632000,N/A,483632000,16800000,0,66800000,12.4288,4.083,2.4499,-67.0146,
002247.SZ,著韓陔第,2008-11-06,1.1351,1.1147,1.1288,1.0975,1.1241,173130,1231774.1,-0.011,-0.9669,7.1147,1.0305,120456000,N/A,478956000,16800000,0,66800000,12.3086,4.0435,2.4262,-66.3667,
002247.SZ,著韓陔第,2008-11-07,1.1241,1.1116,1.1712,1.1069,1.1571,414134,3039357.8,0.0329,2.9289,7.3391,2.4651,123984000,N/A,492984000,16800000,0,66800000,12.6691,4.1619,2.4973,-68.3104,
002247.SZ,著韓陔第,2008-11-10,1.1571,1.1649,1.248,1.1618,1.2433,778984,6056720.8,0.0862,7.4526,7.7752,4.6368,133224000,N/A,529724000,16800000,0,66800000,13.6133,4.4721,2.6834,-73.4013,
002247.SZ,著韓陔第,2008-11-11,1.2433,1.2229,1.2825,1.2229,1.2433,844426,6779277.5,0,0,8.0283,5.0263,133224000,N/A,529724000,16800000,0,66800000,13.6133,4.4721,2.6834,-73.4013,
002247.SZ,著韓陔第,2008-11-12,1.2433,1.2433,1.3138,1.2088,1.3138,632021,5140125.5,0.0706,5.6747,8.1328,3.762,140784000,N/A,559784000,16800000,0,66800000,14.3858,4.7259,2.8357,-77.5666,
002247.SZ,著韓陔第,2008-11-13,1.3138,1.2997,1.3766,1.2778,1.3593,1221535,10460097,0.0455,3.4606,8.5631,7.271,145656000,N/A,579156000,16800000,0,66800000,14.8837,4.8894,2.9338,-80.2509,
002247.SZ,著韓陔第,2008-11-14,1.3593,1.353,1.4079,1.3342,1.3875,1100355,9612015.2,0.0282,2.0761,8.7354,6.5497,148680000,N/A,591180000,16800000,0,66800000,15.1927,4.991,2.9947,-81.917,
002247.SZ,著韓陔第,2008-11-17,1.3875,1.3797,1.4565,1.353,1.4471,1060275,9628197,0.0596,4.2938,9.0808,6.3112,155064000,N/A,616564000,16800000,0,66800000,15.845,5.2053,3.1233,-85.4343,
002247.SZ,著韓陔第,2008-11-18,1.4471,1.444,1.4832,1.3185,1.3201,1444002,12896784.6,-0.127,-8.7757,8.9313,8.5953,141456000,N/A,562456000,16800000,0,66800000,14.4545,4.7485,2.8492,-77.9369,
002247.SZ,著韓陔第,2008-11-19,1.3201,1.3201,1.4518,1.3201,1.4518,1564716,14158880.9,0.1317,9.9762,9.0489,9.3138,155568000,N/A,618568000,16800000,0,66800000,15.8965,5.2222,3.1335,-85.712,
002247.SZ,著韓陔第,2008-11-20,1.4518,1.4267,1.502,1.4111,1.4502,1190280,11096037.6,-0.0016,-0.108,9.3222,7.085,155400000,N/A,617900000,16800000,0,66800000,15.8793,5.2165,3.1301,-85.6195,
002247.SZ,著韓陔第,2008-11-21,1.4502,1.3828,1.455,1.3358,1.3985,1321134,11738299.8,-0.0517,-3.5676,8.885,7.8639,149856000,N/A,595856000,16800000,0,66800000,15.3128,5.0304,3.0184,-82.5649,
002247.SZ,著韓陔第,2008-11-24,1.3985,1.3954,1.4095,1.3295,1.3311,615086,5395222.1,-0.0674,-4.8206,8.7715,3.6612,142632000,N/A,567132000,16800000,0,66800000,14.5746,4.7879,2.8729,-78.5848,
002247.SZ,著韓陔第,2008-11-25,1.3311,1.364,1.3766,1.3123,1.3436,503300,4302891.2,0.0125,0.9423,8.5494,2.9958,143976000,N/A,572476000,16800000,0,66800000,14.712,4.833,2.9,-79.3253,
